Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2,Weighting
Density - physics,8,-0.21923919867184338,0.21923919867184338,0.24982799704272027,0.021804360139926336,0.9487775036968303,One equal weight per phase mean
Density - hybrid,8,-0.48111515358404233,0.48111515358404233,0.5168863527212222,0.04785576483379949,0.7807353303458984,One equal weight per phase mean
Sound velocity - physics,8,-1.0460923189479558,1.0460923189479558,1.0695889459264776,0.06719759473646628,0.9768465475666922,One equal weight per phase mean
Sound velocity - hybrid,8,1.8089769216753382,1.8089769216753382,1.9500325952721678,0.11610651341059475,0.9230398885459636,One equal weight per phase mean
