Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,99,-0.2436172875724472,0.2436172875724472,0.2672915852158505,0.024223119721435257,0.9175653158403272
Density - hybrid,99,-0.5140567733515058,0.5140567733515058,0.5408528978337172,0.051118538650643995,0.6624813876004292
Sound velocity - physics,99,-1.0556141957875578,1.0556141957875578,1.0794974031466607,0.06774172098031375,0.9771495179630956
Sound velocity - hybrid,99,1.9273619028894442,1.9273619028894442,2.043844569999103,0.12360456264541371,0.9180879314741776
