Property,Unit,N,Mean_Measured,Mean_Simulated,Bias_ME,MAE,RMSE,MAPE_pct,Accuracy_100_minus_MAPE_pct,R2,Max_Abs_Error
Density,kg/m^3,453,1003.6237097130243,1004.4213697827341,0.7976600697098559,0.95565612595849,1.702660154466618,0.09538138023455311,99.90461861976544,0.6791150148706617,9.24952892807562
Sound velocity,m/s,453,1556.8929977924945,1556.87349439888,-0.01950339361448609,3.9458656502905542,11.932750998704417,0.2571381203119247,99.74286187968808,0.6300579319500386,88.10242536061583
