SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_File,Source_Path,Source_Row,Mass_Total_g,Al_wt_pct,IPA_wt_pct,PG_wt_pct,MG_wt_pct,Water_wt_pct,Composition_Sum_wt_pct,Measurement_Time_UTC,Elapsed_Time_h,Time_Delta_min,Time_Gap_Flag,Time_Segment,Segment_Elapsed_h,Evaluation_Reason,Evaluation_Usable,Rho_Sim_kg_m3,C_Sim_m_s,Simulation_Status,Rho_Error,Rho_Abs_Error,Rho_Rel_Error_pct,Rho_Abs_Rel_Error_pct,C_Error,C_Abs_Error,C_Rel_Error_pct,C_Abs_Rel_Error_pct,Rho_High_Deviation,C_High_Deviation
33,2026-08-20,12:46:08.328,27,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9072,0.005573285,0.02160645,1569.363,0.0222388,0.09960938,23.46238,0.009793876,1496.654,0.0007916424,6.821734,5.515276e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,34,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:46:08.328,1.2288191666666666,2.000033333333333,False,2,0.6666775,,True,1000.2348646766295,1568.611789763939,ok,0.32766467662952437,0.32766467662952437,0.032769508673357324,0.032769508673357324,-0.7512102360610697,0.7512102360610697,-0.04786720701718275,0.04786720701718275,False,False
34,2026-08-20,12:48:08.330,28,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9246,0.004986864,0.02026367,1569.288,0.02017396,0.09277344,23.43185,0.004554083,1496.653,0.0007216763,6.82192,5.106805e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,35,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:48:08.330,1.2621530555555556,2.000033333333333,False,2,0.7000113888888889,,True,1000.2454325352683,1568.572880260479,ok,0.32083253526820954,0.32083253526820954,0.03208567278654906,0.03208567278654906,-0.7151197395210147,0.7151197395210147,-0.04556969399632284,0.04556969399632284,False,False
35,2026-08-20,12:50:08.332,29,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9367,0.003897404,0.01739502,1569.235,0.01784813,0.07678223,23.42257,0.001209742,1496.655,0.0008996136,6.822054,4.58449e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,36,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:50:08.332,1.2954869444444443,2.000033333333333,False,2,0.7333452777777778,,True,1000.2486447762267,1568.5610380264343,ok,0.31194477622671,0.31194477622671,0.03119645235810527,0.03119645235810527,-0.6739619735656106,0.6739619735656106,-0.04294844134661862,0.04294844134661862,False,False
36,2026-08-20,12:52:08.334,30,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9444,0.004208553,0.02056885,1569.203,0.01578968,0.0814209,23.42268,0.0004485385,1496.657,0.0009609093,6.822137,4.07916e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,37,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:52:08.334,1.3288208333333333,2.000033333333333,False,2,0.7666791666666667,,True,1000.2486067000955,1568.56117843915,ok,0.30420670009550577,0.30420670009550577,0.03042236149284958,0.03042236149284958,-0.6418215608500759,0.6418215608500759,-0.04090111737296423,0.04090111737296423,False,False
37,2026-08-20,12:54:08.337,31,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9578,0.005170687,0.02026367,1569.136,0.02707226,0.1326904,23.40995,0.007647671,1496.656,0.0009568909,6.822307,6.806207e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,38,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:54:08.337,1.362155,2.00005,False,2,0.8000133333333332,,True,1000.2530131467254,1568.5449222656296,ok,0.29521314672535937,0.29521314672535937,0.029522560524590073,0.029522560524590073,-0.5910777343704012,0.5910777343704012,-0.03766899327849219,0.03766899327849219,False,False
38,2026-08-20,12:56:08.338,32,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9822,0.02468955,0.1763916,1569.047,0.02317691,0.1210938,23.37662,0.007808542,1496.656,0.006197628,6.822529,5.811934e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,39,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:56:08.338,1.395488611111111,2.0000166666666668,False,2,0.8333469444444445,,True,1000.2645502123879,1568.5022969846511,ok,0.2823502123878825,0.2823502123878825,0.02823552383111244,0.02823552383111244,-0.5447030153488868,0.5447030153488868,-0.03471553212548042,0.03471553212548042,False,False
39,2026-08-20,12:58:08.341,33,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,999.9893,0.003698215,0.0145874,1569.001,0.01524501,0.06188965,23.36062,0.001248304,1496.655,0.001011335,6.822643,3.925327e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,40,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 12:58:08.341,1.4288227777777778,2.00005,False,2,0.8666811111111111,,True,1000.2700885569209,1568.4818024549484,ok,0.28078855692092475,0.28078855692092475,0.028079156139063165,0.028079156139063165,-0.5191975450516111,0.5191975450516111,-0.03309096329776789,0.03309096329776789,False,False
40,2026-08-20,13:00:08.343,34,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.0,0.00472393,0.019104,1568.945,0.02137921,0.08996582,23.35149,0.003842897,1496.656,0.0005711076,6.822785,5.438524e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,41,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:00:08.343,1.4621566666666668,2.000033333333333,False,2,0.900015,,True,1000.2732488745319,1568.470098367118,ok,0.2732488745318733,0.2732488745318733,0.02732488745318733,0.02732488745318733,-0.474901632881938,0.474901632881938,-0.03026885154558879,0.03026885154558879,False,False
41,2026-08-20,13:02:08.345,35,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.003,0.0545422,0.276062,1568.866,0.0236528,0.0970459,23.33087,0.005022744,1496.652,0.01262699,6.822983,5.994344e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,42,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:02:08.345,1.4954905555555555,2.000033333333333,False,2,0.9333488888888889,,True,1000.2803864148738,1568.4436397090024,ok,0.2773864148737175,0.2773864148737175,0.027738558271696936,0.027738558271696936,-0.4223602909976307,0.4223602909976307,-0.026921374483074446,0.026921374483074446,False,False
42,2026-08-20,13:04:08.347,36,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.029,0.00361498,0.01507568,1568.816,0.0194244,0.08544922,23.3174,0.003116159,1496.656,0.0005413466,6.823109,4.957198e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,43,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:04:08.347,1.5288244444444445,2.000033333333333,False,2,0.9666827777777778,,True,1000.2850490074331,1568.4263368233917,ok,0.2560490074331483,0.2560490074331483,0.02560415822272637,0.02560415822272637,-0.3896631766083374,0.3896631766083374,-0.024838041976135976,0.024838041976135976,False,False
43,2026-08-20,13:06:08.349,37,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.026,0.05325732,0.2702026,1568.737,0.02270034,0.1134033,23.30027,0.005608495,1496.651,0.0127115,6.823307,5.746847e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,44,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:06:08.349,1.5621583333333335,2.000033333333333,False,2,1.0000166666666666,,True,1000.2909784954219,1568.4043110537332,ok,0.26497849542192853,0.26497849542192853,0.026497160616016837,0.026497160616016837,-0.3326889462668987,0.3326889462668987,-0.021207439249976173,0.021207439249976173,False,False
44,2026-08-20,13:08:08.351,38,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.055,0.003963102,0.01654053,1568.671,0.01676338,0.07714844,23.28284,0.002213361,1496.655,0.0007739983,6.823474,4.291898e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,45,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:08:08.351,1.5954922222222223,2.000033333333333,False,2,1.0333505555555555,,True,1000.2970118267081,1568.381874928856,ok,0.24201182670810795,0.24201182670810795,0.024199851678968452,0.024199851678968452,-0.2891250711440989,0.2891250711440989,-0.018431211588924568,0.018431211588924568,False,False
45,2026-08-20,13:10:08.353,39,1,100.36,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1000.06,0.01939,0.09277344,1568.642,0.0156579,0.0748291,23.27919,0.001012985,1496.656,0.004574265,6.823549,4.030803e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,46,1147.38,1.7493768411511441,6.998030295107114,3.4987536823022887,0.0,87.75383918143945,99.99999999999999,2026-08-20 13:10:08.353,1.6288261111111113,2.000033333333333,False,2,1.0666844444444443,,True,1000.2982752608907,1568.3771734583208,ok,0.23827526089075945,0.23827526089075945,0.02382609652328455,0.02382609652328455,-0.2648265416792128,0.2648265416792128,-0.01688253544653355,0.01688253544653355,False,False
46,2026-08-20,13:51:26.368,40,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1002.841,0.03577762,0.1132813,1582.289,0.09434862,0.394043,23.38694,0.02178219,1497.337,0.00821305,6.788614,0.0002342117,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,47,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 13:51:26.368,2.3171636111111114,41.30025,False,3,0.0,,True,1003.2399948589667,1579.2919380281398,ok,0.3989948589667165,0.3989948589667165,0.03978645258487801,0.03978645258487801,-2.9970619718601483,2.9970619718601483,-0.18941305740355577,0.18941305740355577,False,False
47,2026-08-20,13:53:26.371,41,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1002.914,0.01034712,0.03564453,1582.066,0.04723563,0.2237549,23.35431,0.002472313,1497.355,0.002684205,6.789171,0.0001195288,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,48,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 13:53:26.371,2.3504977777777776,2.00005,False,3,0.033334166666666665,,True,1003.2517526626166,1579.2547809786006,ok,0.33775266261659453,0.33775266261659453,0.03367713110162931,0.03367713110162931,-2.811219021399438,2.811219021399438,-0.17769290417716063,0.17769290417716063,False,False
48,2026-08-20,13:55:26.374,42,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1002.957,0.009560112,0.03381348,1581.91,0.05579991,0.2529297,23.34565,0.002452479,1497.365,0.001964119,6.789564,0.0001412124,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,49,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 13:55:26.374,2.3838319444444447,2.00005,False,3,0.06666833333333333,,True,1003.2548731824919,1579.2449048234896,ok,0.2978731824919123,0.2978731824919123,0.029699496837044093,0.029699496837044093,-2.6650951765104764,2.6650951765104764,-0.16847324920573714,0.16847324920573714,False,False
49,2026-08-20,13:57:26.376,43,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1002.99,0.00687942,0.02667236,1581.722,0.04926684,0.2089844,23.334,0.002833845,1497.371,0.001086036,6.790039,0.0001245903,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,50,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 13:57:26.376,2.4171658333333337,2.000033333333333,False,3,0.10000222222222221,,True,1003.2590711101743,1579.2316090664008,ok,0.26907111017430907,0.26907111017430907,0.02682689859064488,0.02682689859064488,-2.490390933599201,2.490390933599201,-0.15744808086371695,0.15744808086371695,False,False
50,2026-08-20,13:59:26.378,44,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.018,0.006613144,0.02380371,1581.64,0.08980338,0.4455566,23.3258,0.002240945,1497.375,0.001102637,6.790246,0.0002280649,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,51,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 13:59:26.378,2.4504997222222227,2.000033333333333,False,3,0.1333361111111111,,True,1003.262025874499,1579.222244005142,ok,0.24402587449901603,0.24402587449901603,0.0243291620388683,0.0243291620388683,-2.4177559948579983,2.4177559948579983,-0.15286386250082182,0.15286386250082182,False,False
51,2026-08-20,14:01:26.380,45,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.043,0.006476902,0.02575684,1581.381,0.04020364,0.1555176,23.31995,0.0006970424,1497.381,0.001721957,6.790902,0.0001023834,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,52,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:01:26.380,2.483833611111111,2.000033333333333,False,3,0.16666999999999998,,True,1003.2641338464958,1579.215559464177,ok,0.22113384649583168,0.22113384649583168,0.022046297765482805,0.022046297765482805,-2.165440535823109,2.165440535823109,-0.13693351164729492,0.13693351164729492,False,False
52,2026-08-20,14:03:26.382,46,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.064,0.005211715,0.0201416,1581.299,0.03322829,0.1541748,23.31927,0.0008170324,1497.386,0.00141236,6.791111,8.5371e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,53,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:03:26.382,2.5171675,2.000033333333333,False,3,0.2000038888888889,,True,1003.264378875713,1579.214782275718,ok,0.20037887571299962,0.20037887571299962,0.019976679026761965,0.019976679026761965,-2.0842177242818707,2.0842177242818707,-0.1318041511619163,0.1318041511619163,False,False
53,2026-08-20,14:05:26.384,47,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.08,0.003018112,0.01525879,1581.192,0.0349095,0.1682129,23.32435,0.001623328,1497.391,0.0009670923,6.791383,8.914017e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,54,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:05:26.384,2.5505013888888888,2.000033333333333,False,3,0.23333777777777776,,True,1003.2625483632935,1579.2205874146046,ok,0.18254836329344926,0.18254836329344926,0.018198784074395787,0.018198784074395787,-1.9714125853954556,1.9714125853954556,-0.1246788869027579,0.1246788869027579,False,False
54,2026-08-20,14:07:26.386,48,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.095,0.005158191,0.02105713,1581.121,0.02851428,0.1340332,23.33078,0.001730047,1497.396,0.00152431,6.791567,7.260672e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,55,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:07:26.386,2.5838352777777778,2.000033333333333,False,3,0.2666716666666667,,True,1003.2602313956995,1579.2279322241488,ok,0.16523139569949308,0.16523139569949308,0.016472158240195902,0.016472158240195902,-1.8930677758512502,1.8930677758512502,-0.11972946889271915,0.11972946889271915,False,False
55,2026-08-20,14:09:26.387,49,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.104,0.002209418,0.01031494,1581.057,0.02336242,0.1243896,23.34195,0.003600268,1497.401,0.001061501,6.791732,5.99683e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,56,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:09:26.387,2.617168888888889,2.0000166666666668,False,3,0.3000052777777778,,True,1003.2562064299508,1579.2406833430698,ok,0.15220642995075195,0.15220642995075195,0.01517354431352601,0.01517354431352601,-1.816316656930212,1.816316656930212,-0.11487989724154234,0.11487989724154234,False,False
56,2026-08-20,14:11:26.390,50,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.113,0.003391277,0.01660156,1580.986,0.02513548,0.1140137,23.35584,0.003153461,1497.405,0.001107311,6.791917,6.448348e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,57,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:11:26.390,2.6505030555555553,2.00005,False,3,0.3333394444444444,,True,1003.2512013467278,1579.2565252023562,ok,0.13820134672778295,0.13820134672778295,0.0137772461056514,0.0137772461056514,-1.7294747976438885,1.7294747976438885,-0.10939216398145767,0.10939216398145767,False,False
57,2026-08-20,14:13:26.392,51,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.128,0.003902405,0.01611328,1580.921,0.02063276,0.08959961,23.36595,0.002112702,1497.411,0.00141008,6.792085,5.283386e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,58,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:13:26.392,2.6838369444444443,2.000033333333333,False,3,0.3666733333333333,,True,1003.2475583376546,1579.2680459297876,ok,0.11955833765455282,0.11955833765455282,0.011918552533131645,0.011918552533131645,-1.652954070212445,1.652954070212445,-0.1045563990997934,0.1045563990997934,False,False
58,2026-08-20,14:15:26.394,52,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.137,0.003677064,0.01739502,1580.852,0.02621797,0.1219482,23.3738,0.001850127,1497.415,0.00106056,6.792264,6.713006e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,59,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:15:26.394,2.7171708333333333,2.000033333333333,False,3,0.40000722222222224,,True,1003.244729690455,1579.276985514384,ok,0.10772969045501668,0.10772969045501668,0.010739279924378892,0.010739279924378892,-1.575014485616066,1.575014485616066,-0.09963073618631382,0.09963073618631382,False,False
59,2026-08-20,14:17:26.397,53,1,134.07,1006.87,40.15,0.0,0.0,0.0,0.0,100.0,1003.145,0.003539908,0.01312256,1580.789,0.02448124,0.1265869,23.38,0.002121711,1497.418,0.001164725,6.792425,6.270689e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,60,1181.0900000000001,2.270275762219644,7.93995377151614,4.540551524439289,0.0,85.2492189418249,99.99999999999999,2026-08-20 14:17:26.397,2.750505,2.00005,False,3,0.4333413888888889,,True,1003.2424955995535,1579.2840425011864,ok,0.0974955995535538,0.0974955995535538,0.009718993720105647,0.009718993720105647,-1.50495749881361,1.50495749881361,-0.09520293339677909,0.09520293339677909,False,False
