Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,72,1.2178978290716,1.2178978290716,1.2362667078811145,0.12102483717171757,-1.9559557897972568
Density - hybrid,72,-0.21583377446158478,0.21583377446158478,0.2583908105731872,0.021450330137578164,0.8708698323459222
Sound velocity - physics,72,-4.5744260695207055,4.5744260695207055,4.846946471598363,0.2949507363624329,0.5002311358357234
Sound velocity - hybrid,72,-0.7873917889338884,1.0261769561695582,1.2149707686861195,0.06617877609342748,0.9685974867627931
