Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2,Weighting
Density - physics,5,1.2247118075239314,1.2247118075239314,1.2439307264379982,0.12169983150398579,-1.9692327660468725,One equal weight per phase mean
Density - hybrid,5,-0.21960814780059082,0.21960814780059082,0.25986860160604475,0.021825314455881376,0.8704135859005009,One equal weight per phase mean
Sound velocity - physics,5,-4.643680159250971,4.643680159250971,4.9312713740904295,0.29926396798715593,0.521492070200632,One equal weight per phase mean
Sound velocity - hybrid,5,-0.7761002962488874,1.0132937414238312,1.2063316390382175,0.06530080619601855,0.9713645000313835,One equal weight per phase mean
