Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2,Weighting
Density - physics,2,1.2347551925822131,1.2347551925822131,1.234905900691617,0.1229035410398398,-8.60768355202764,One equal weight per phase mean
Density - hybrid,2,0.47306713234809195,0.47306713234809195,0.4731756399740145,0.04708688164852979,-0.41057348189118525,One equal weight per phase mean
Sound velocity - physics,2,-2.822709867378535,2.822709867378535,2.849361481510308,0.1826373991462763,-96.20741911992593,One equal weight per phase mean
Sound velocity - hybrid,2,0.4531382364480123,0.7274970801138352,0.857080079633969,0.047066870861991766,-7.795228300731976,One equal weight per phase mean
