SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_record,Timestamp,Phase,Phase_elapsed_min,Exclusion_reason,Used,Fit_used
710,2026-09-07,13:53:37.740,108,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.489,0.001935651,0.009033203,1558.173,0.01051061,0.05200195,24.09745,0.003996305,1498.13,0.001166656,6.851008,2.814003e-05,100,1,1,1,710,2026-09-07 13:53:37.740000+00:00,6,8.000133333333332,,True,True
711,2026-09-07,13:55:37.742,109,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.492,0.0009397452,0.00402832,1558.158,0.007944296,0.03833008,24.11355,0.003766783,1498.134,0.0008885633,6.851049,2.085429e-05,100,1,1,1,711,2026-09-07 13:55:37.742000+00:00,6,10.000166666666667,,True,True
712,2026-09-07,13:57:37.744,110,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.493,0.0008344854,0.004333496,1558.142,0.008821371,0.03979492,24.12672,0.002929148,1498.137,0.0006728748,6.851096,2.354017e-05,100,1,1,1,712,2026-09-07 13:57:37.744000+00:00,6,12.0002,,True,True
713,2026-09-07,13:59:37.746,111,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.495,0.0007052801,0.003173828,1558.132,0.007824175,0.04077148,24.13769,0.002899524,1498.14,0.000678079,6.851126,2.078093e-05,100,1,1,1,713,2026-09-07 13:59:37.746000+00:00,6,14.000233333333334,,True,True
714,2026-09-07,14:01:37.748,112,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.495,0.0006657483,0.003051758,1558.12,0.006473051,0.0345459,24.14855,0.002613955,1498.142,0.000576045,6.85116,1.715705e-05,100,1,1,1,714,2026-09-07 14:01:37.748000+00:00,6,16.000266666666665,,True,True
715,2026-09-07,14:03:37.750,113,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.496,0.0006367756,0.003417969,1558.109,0.005898509,0.02697754,24.15787,0.00217417,1498.144,0.0005163447,6.85119,1.568935e-05,100,1,1,1,715,2026-09-07 14:03:37.750000+00:00,6,18.0003,,True,True
716,2026-09-07,14:05:37.752,114,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.496,0.0006927132,0.003112793,1558.104,0.006412405,0.0300293,24.16665,0.002454932,1498.146,0.0005337514,6.851206,1.694197e-05,100,1,1,1,716,2026-09-07 14:05:37.752000+00:00,6,20.000333333333334,,True,True
717,2026-09-07,14:07:37.754,115,9,111.24,1059.72,10.33,15.01,0.0,0.0,0.0,100.0,1005.496,0.0006759778,0.003540039,1558.102,0.006541965,0.03369141,24.17607,0.002642279,1498.148,0.0005418455,6.851215,1.722884e-05,100,1,1,1,717,2026-09-07 14:07:37.754000+00:00,6,22.000366666666665,,True,True
718,2026-09-07,14:18:56.831,116,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.1,0.005107095,0.02062988,1555.68,0.01539683,0.0760498,24.21927,0.004498156,1498.063,0.002077999,6.85758,4.091529e-05,100,0,1,0,718,2026-09-07 14:18:56.831000+00:00,7,0.0,,True,True
719,2026-09-07,14:20:56.833,117,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.106,0.0008344175,0.004455566,1555.663,0.01260488,0.05786133,24.2392,0.00506006,1498.068,0.001199182,6.857631,3.316992e-05,100,1,1,1,719,2026-09-07 14:20:56.833000+00:00,7,2.000033333333333,,True,True
720,2026-09-07,14:22:56.835,118,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.107,0.0007377457,0.003479004,1555.659,0.01313184,0.06616211,24.25999,0.004842906,1498.073,0.001037464,6.857646,3.465106e-05,100,1,1,1,720,2026-09-07 14:22:56.835000+00:00,7,4.000066666666666,,True,True
721,2026-09-07,14:24:56.837,119,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.108,0.0007717051,0.003479004,1555.65,0.01221944,0.05249023,24.27826,0.004335861,1498.077,0.0008909443,6.857676,3.235227e-05,100,1,1,1,721,2026-09-07 14:24:56.837000+00:00,7,6.0001,,True,True
722,2026-09-07,14:26:56.839,120,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.109,0.0006528526,0.003112793,1555.642,0.01064695,0.06262207,24.29568,0.004100887,1498.08,0.0008282292,6.8577,2.795473e-05,100,1,1,1,722,2026-09-07 14:26:56.839000+00:00,7,8.000133333333332,,True,True
723,2026-09-07,14:28:56.841,121,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.108,0.0007362188,0.003295898,1555.643,0.01016826,0.04968262,24.31198,0.00454693,1498.084,0.0009414654,6.857702,2.660277e-05,100,1,1,1,723,2026-09-07 14:28:56.841000+00:00,7,10.000166666666667,,True,True
724,2026-09-07,14:30:56.843,122,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.106,0.0007479134,0.003540039,1555.649,0.009122085,0.04492187,24.33092,0.004597835,1498.087,0.0008115601,6.857692,2.364205e-05,100,1,1,1,724,2026-09-07 14:30:56.843000+00:00,7,12.0002,,True,True
725,2026-09-07,14:32:56.845,123,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.104,0.0007779582,0.003723145,1555.653,0.00892448,0.04870605,24.34735,0.004244644,1498.09,0.0007666957,6.857686,2.339362e-05,100,1,1,1,725,2026-09-07 14:32:56.845000+00:00,7,14.000233333333334,,True,True
726,2026-09-07,14:34:56.847,124,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.103,0.0008176024,0.003723145,1555.657,0.008990126,0.04406738,24.36276,0.004100649,1498.093,0.0007537071,6.857679,2.33776e-05,100,1,1,1,726,2026-09-07 14:34:56.847000+00:00,7,16.000266666666665,,True,True
727,2026-09-07,14:36:56.849,125,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.102,0.0008060721,0.004333496,1555.655,0.005951197,0.03063965,24.37618,0.003255278,1498.096,0.0006595073,6.857688,1.556377e-05,100,1,1,1,727,2026-09-07 14:36:56.849000+00:00,7,18.0003,,True,True
728,2026-09-07,14:38:56.851,126,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.102,0.0005852988,0.002502441,1555.656,0.007173308,0.04528809,24.38786,0.002910144,1498.098,0.000626296,6.85769,1.888906e-05,100,1,1,1,728,2026-09-07 14:38:56.851000+00:00,7,20.000333333333334,,True,True
729,2026-09-07,14:40:56.853,127,9,111.24,1110.37,10.33,15.01,0.0,0.0,0.0,100.0,1005.102,0.0005766861,0.002868652,1555.655,0.007450027,0.03894043,24.39916,0.002873649,1498.1,0.0005351948,6.857695,1.96172e-05,100,1,1,1,729,2026-09-07 14:40:56.853000+00:00,7,22.000366666666665,,True,True
730,2026-09-07,14:49:42.895,128,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.748,0.006384136,0.03106689,1553.375,0.02528685,0.1348877,24.408,0.004107696,1498.017,0.001884607,6.863698,6.738024e-05,100,0,1,0,730,2026-09-07 14:49:42.895000+00:00,8,0.0,,True,True
731,2026-09-07,14:51:42.897,129,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.76,0.002272517,0.008544922,1553.337,0.01559693,0.06713867,24.41891,0.003214009,1498.022,0.001184768,6.8638,4.146822e-05,100,1,1,1,731,2026-09-07 14:51:42.897000+00:00,8,2.000033333333333,,True,True
732,2026-09-07,14:53:42.899,130,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.765,0.0007157674,0.003845215,1553.315,0.01601881,0.09619141,24.43082,0.003289316,1498.025,0.0007888912,6.863863,4.249144e-05,100,1,1,1,732,2026-09-07 14:53:42.899000+00:00,8,4.000066666666666,,True,True
733,2026-09-07,14:55:42.901,131,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.766,0.0005943225,0.003295898,1553.306,0.0125664,0.05310059,24.44458,0.004115135,1498.028,0.0007544287,6.86389,3.317859e-05,100,1,1,1,733,2026-09-07 14:55:42.901000+00:00,8,6.0001,,True,True
734,2026-09-07,14:57:42.903,132,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.766,0.0006423884,0.002746582,1553.312,0.01279832,0.06774902,24.4593,0.004080366,1498.031,0.0007914256,6.863878,3.382954e-05,100,1,1,1,734,2026-09-07 14:57:42.903000+00:00,8,8.000133333333332,,True,True
735,2026-09-07,14:59:42.905,133,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.764,0.0007814735,0.003662109,1553.317,0.01092821,0.05407715,24.47525,0.004260665,1498.034,0.0007306225,6.86387,2.879731e-05,100,1,1,1,735,2026-09-07 14:59:42.905000+00:00,8,10.000166666666667,,True,True
736,2026-09-07,15:01:42.908,134,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.764,0.0006613894,0.002929688,1553.321,0.010222,0.0534668,24.48945,0.003298805,1498.037,0.0006556159,6.863862,2.690757e-05,100,1,1,1,736,2026-09-07 15:01:42.908000+00:00,8,12.000216666666667,,True,True
737,2026-09-07,15:03:42.910,135,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.763,0.0005544679,0.002624512,1553.323,0.0108366,0.05395508,24.50282,0.003151738,1498.04,0.0006443302,6.863862,2.843442e-05,100,1,1,1,737,2026-09-07 15:03:42.910000+00:00,8,14.00025,,True,True
738,2026-09-07,15:05:42.912,136,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.763,0.0007473739,0.002929688,1553.326,0.01166236,0.05114746,24.51509,0.00319121,1498.042,0.0006130472,6.863854,3.105214e-05,100,1,1,1,738,2026-09-07 15:05:42.912000+00:00,8,16.000283333333336,,True,True
739,2026-09-07,15:07:42.913,137,9,111.24,1160.77,10.33,15.01,0.0,0.0,0.0,100.0,1004.762,0.0005582015,0.002685547,1553.326,0.01070423,0.05029297,24.52681,0.003139017,1498.045,0.0005908529,6.863859,2.822594e-05,100,1,1,1,739,2026-09-07 15:07:42.913000+00:00,8,18.0003,,True,True
740,2026-09-07,15:15:17.777,138,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.158,0.2246548,0.7232056,1551.321,0.03052837,0.1390381,24.51971,0.003326852,1497.899,0.05362465,6.869147,8.140963e-05,100,0,1,0,740,2026-09-07 15:15:17.777000+00:00,9,0.0,invalid/high Rho_S,False,False
741,2026-09-07,15:17:17.779,139,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.114,0.2421942,0.9684448,1551.242,0.01541879,0.07971191,24.53493,0.004191556,1497.892,0.05903902,6.869361,4.1292e-05,100,0,1,0,741,2026-09-07 15:17:17.779000+00:00,9,2.000033333333333,invalid/high Rho_S,False,False
742,2026-09-07,15:19:17.781,140,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.181,0.6883792,3.397095,1551.262,0.01508863,0.06872559,24.56249,0.008254482,1497.912,0.1698396,6.869316,3.976784e-05,100,0,1,0,742,2026-09-07 15:19:17.781000+00:00,9,4.000066666666666,invalid/high Rho_S,False,False
743,2026-09-07,15:21:17.783,141,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.45,0.0006709102,0.002929688,1551.255,0.007060744,0.03063965,24.57941,0.004299531,1497.98,0.0008694873,6.869339,1.878782e-05,100,1,1,1,743,2026-09-07 15:21:17.783000+00:00,9,6.0001,,True,False
744,2026-09-07,15:23:17.785,142,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.45,0.0006947108,0.002990723,1551.256,0.007069055,0.03491211,24.59525,0.003699277,1497.984,0.0007547449,6.86934,1.867155e-05,100,1,1,1,744,2026-09-07 15:23:17.785000+00:00,9,8.000133333333332,,True,False
745,2026-09-07,15:25:17.788,143,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.448,0.001269617,0.006103516,1551.275,0.01284123,0.05749512,24.61646,0.007704167,1497.988,0.00152854,6.869297,3.240466e-05,100,1,1,1,745,2026-09-07 15:25:17.788000+00:00,9,10.000183333333332,,True,False
746,2026-09-07,15:27:17.790,144,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.447,0.0006345558,0.002807617,1551.283,0.00658227,0.03381348,24.63597,0.004048216,1497.991,0.0008217854,6.86928,1.705829e-05,100,1,1,1,746,2026-09-07 15:27:17.790000+00:00,9,12.000216666666667,,True,False
747,2026-09-07,15:29:17.792,145,9,111.24,1210.38,10.33,15.01,0.0,0.0,0.0,100.0,1004.445,0.0009562865,0.004699707,1551.296,0.006950236,0.03149414,24.65285,0.004264182,1497.994,0.0008281929,6.86925,1.783097e-05,100,1,1,1,747,2026-09-07 15:29:17.792000+00:00,9,14.00025,,True,False
