Phase,Status,Used_points,Raw_start_UTC,Raw_end_UTC,Fit_start_UTC,Fit_end_UTC,Fit_duration_h,IPA_rate_g_h,Water_rate_g_h,Total_rate_g_h,RMSE_density_kg_m3,RMSE_sound_m_s,Jacobian_condition,Boundary_parameters
1,fitted,16,2026-09-01T12:08:19.932000+00:00,2026-09-01T13:48:15.976000+00:00,2026-09-01T12:08:19.932000+00:00,2026-09-01T13:46:15.975000+00:00,1.6322341666666667,0.9004555988271472,1.2930150229677368,2.193470621794884,0.029902325745066936,0.09112584043536022,1.0742109089306056,
