SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_record,Timestamp,Phase,Phase_elapsed_min,Exclusion_reason,Used,Fit_used
450,2026-09-01,13:16:15.944,66,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.29,0.009684168,0.05169678,1544.186,0.01112515,0.0579834,24.52436,0.005373783,1497.93,0.002354421,6.888091,3.007598e-05,100,0,1,0,450,2026-09-01 13:16:15.944000+00:00,1,67.93353333333333,,True,True
451,2026-09-01,13:18:15.946,67,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.235,0.06862321,0.2564087,1544.155,0.01221044,0.06970215,24.54161,0.003675853,1497.92,0.01648447,6.888178,3.297563e-05,100,0,1,0,451,2026-09-01 13:18:15.946000+00:00,1,69.93356666666666,invalid/high Rho_S,False,False
452,2026-09-01,13:20:15.948,68,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.28,0.03552017,0.1115112,1544.126,0.01118622,0.046875,24.55703,0.004383021,1497.935,0.009096241,6.888257,3.042981e-05,100,0,1,0,452,2026-09-01 13:20:15.948000+00:00,1,71.9336,,True,True
453,2026-09-01,13:22:15.950,69,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.3,0.05302805,0.2631226,1544.099,0.0128057,0.07348633,24.57141,0.002841958,1497.941,0.01281335,6.888335,3.401056e-05,100,0,1,0,453,2026-09-01 13:22:15.950000+00:00,1,73.93363333333333,invalid/high Rho_S,False,False
454,2026-09-01,13:24:15.952,70,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.21,0.2553368,1.181335,1544.084,0.0170319,0.08984375,24.58216,0.002864318,1497.923,0.06191661,6.888377,4.579381e-05,100,0,1,0,454,2026-09-01 13:24:15.952000+00:00,1,75.93366666666667,invalid/high Rho_S,False,False
455,2026-09-01,13:26:15.954,71,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.228,0.2597077,1.221802,1544.072,0.01595149,0.08911133,24.59219,0.002068629,1497.929,0.06434564,6.888412,4.273328e-05,100,0,1,0,455,2026-09-01 13:26:15.954000+00:00,1,77.9337,invalid/high Rho_S,False,False
456,2026-09-01,13:28:15.956,72,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.335,0.00413118,0.02032471,1544.009,0.0157454,0.07727051,24.59795,0.001232579,1497.956,0.001262562,6.888582,4.222291e-05,100,0,1,0,456,2026-09-01 13:28:15.956000+00:00,1,79.93373333333334,,True,True
457,2026-09-01,13:30:15.958,73,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.34,0.01522964,0.1635742,1543.995,0.01782993,0.07763672,24.60506,0.00228358,1497.959,0.003942121,6.888619,4.795252e-05,100,0,1,0,457,2026-09-01 13:30:15.958000+00:00,1,81.93376666666667,,True,True
458,2026-09-01,13:32:15.960,74,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.285,0.1364499,0.6121216,1543.988,0.01235624,0.05883789,24.61369,0.002858094,1497.948,0.03248807,6.888641,3.295915e-05,100,0,1,0,458,2026-09-01 13:32:15.960000+00:00,1,83.9338,invalid/high Rho_S,False,False
459,2026-09-01,13:34:15.962,75,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.321,0.07811244,0.3574829,1543.973,0.01259137,0.05932617,24.6249,0.002479865,1497.959,0.01851676,6.888685,3.366744e-05,100,0,1,0,459,2026-09-01 13:34:15.962000+00:00,1,85.93383333333333,invalid/high Rho_S,False,False
460,2026-09-01,13:36:15.964,76,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.275,0.1533247,0.5943604,1543.96,0.01192394,0.05249023,24.63383,0.002578231,1497.95,0.03714889,6.888723,3.201975e-05,100,0,1,0,460,2026-09-01 13:36:15.964000+00:00,1,87.93386666666667,invalid/high Rho_S,False,False
461,2026-09-01,13:38:15.966,77,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.277,0.1508378,0.762207,1543.949,0.02013324,0.0904541,24.6439,0.002094723,1497.953,0.03600707,6.888753,5.409247e-05,100,0,1,0,461,2026-09-01 13:38:15.966000+00:00,1,89.9339,invalid/high Rho_S,False,False
462,2026-09-01,13:40:15.968,78,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.272,0.1820589,0.84729,1543.939,0.01518128,0.08618164,24.65303,0.001578667,1497.953,0.04381471,6.888783,4.073722e-05,100,0,1,0,462,2026-09-01 13:40:15.968000+00:00,1,91.93393333333333,invalid/high Rho_S,False,False
463,2026-09-01,13:42:15.970,79,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.365,0.0922344,0.7097778,1543.91,0.01665547,0.09472656,24.65917,0.001081814,1497.976,0.02250311,6.888863,4.458916e-05,100,0,1,0,463,2026-09-01 13:42:15.970000+00:00,1,93.93396666666666,invalid/high Rho_S,False,False
464,2026-09-01,13:44:15.973,80,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.373,0.04180153,0.3372803,1543.861,0.01239582,0.05737305,24.66588,0.002555254,1497.979,0.01034042,6.888996,3.350258e-05,100,0,1,0,464,2026-09-01 13:44:15.973000+00:00,1,95.93401666666666,,True,True
465,2026-09-01,13:46:15.975,81,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.379,0.002202398,0.01141357,1543.848,0.01034252,0.05554199,24.67172,0.001370908,1497.982,0.0006527721,6.889032,2.760112e-05,100,0,1,0,465,2026-09-01 13:46:15.975000+00:00,1,97.93405,,True,True
466,2026-09-01,13:48:15.976,82,6,90.95,909.49,0.0,0.0,0.0,0.0,0.0,100.0,1004.334,0.1371528,0.5923462,1543.828,0.01359989,0.06506348,24.67904,0.002061849,1497.973,0.03145086,6.889086,3.663177e-05,100,0,1,0,466,2026-09-01 13:48:15.976000+00:00,1,99.93406666666667,invalid/high Rho_S,False,False
