Timestamp_UTC,Elapsed_h,Phase,Kind,Cumulative_IPA_loss_g,Cumulative_Water_loss_g,Cumulative_total_loss_g,Al_mass_g,Al_wt_pct,IPA_mass_g,IPA_wt_pct,PG_mass_g,PG_wt_pct,MG_mass_g,MG_wt_pct,Water_mass_g,Water_wt_pct,Source_record,Temperature_C,Rho_observed,Rho_predicted_with_phase_offset,Rho_residual,C_observed,C_predicted_with_phase_offset,C_residual
2026-09-02T09:51:05.602000+00:00,0.0,1,nominal_before_pre_measurement_loss,0.0,0.0,0.0,18.192,1.8180727948671824,36.384,3.636145589734365,36.384,3.636145589734365,0.0,0.0,909.66,90.90963602566408,,,,,,,,
2026-09-02T09:51:05.602000+00:00,0.0,1,after_pre_measurement_loss,0.07691819830790111,1.923081801692099,2.0,18.192,1.8217139652720755,36.3070818016921,3.63572548133345,36.384,3.643427930544151,0.0,0.0,907.7369181983079,90.89913262285032,,,,,,,,
2026-09-02T09:51:05.602000+00:00,0.0,1,after_addition,0.07691819830790111,1.923081801692099,2.0,18.192,1.8217139652720755,36.3070818016921,3.63572548133345,36.384,3.643427930544151,0.0,0.0,907.7369181983079,90.89913262285032,,,,,,,,
2026-09-02T09:51:05.602000+00:00,0.0,1,insufficient_phase_start,0.07691819830790111,1.923081801692099,2.0,18.192,1.8217139652720755,36.3070818016921,3.63572548133345,36.384,3.643427930544151,0.0,0.0,907.7369181983079,90.89913262285032,,,,,,,,
2026-09-02T11:11:05.683000+00:00,1.3333558333333333,1,insufficient_phase_end,0.17947752671123118,4.487234139955436,4.666711666666667,18.192,1.8265916899017618,36.20452247328877,3.635162702647914,36.384,3.6531833798035236,0.0,0.0,905.1727658600446,90.8850622276468,,,,,,,,
2026-09-02T11:11:05.683000+00:00,1.3333558333333333,2,between_phases_start,0.17947752671123118,4.487234139955436,4.666711666666667,18.192,1.8265916899017618,36.20452247328877,3.635162702647914,36.384,3.6531833798035236,0.0,0.0,905.1727658600446,90.8850622276468,,,,,,,,
2026-09-02T12:05:30.287000+00:00,2.240190277777778,2,between_phases_end,0.2492295983414443,6.231150957214111,6.480380555555556,18.192,1.829924051328549,36.13477040165856,3.6347782237923245,36.384,3.659848102657098,0.0,0.0,903.4288490427859,90.87544962222202,,,,,,,,
2026-09-02T12:05:30.287000+00:00,2.240190277777778,2,after_addition,0.2492295983414443,6.231150957214111,6.480380555555556,24.676000000000002,2.403757125509594,49.10277040165856,4.783236109387596,49.352000000000004,4.807514251019188,0.0,0.0,903.4288490427859,88.00549251408361,,,,,,,,
2026-09-02T12:05:30.287000+00:00,2.240190277777778,2,filtered_prefix_start,0.2492295983414443,6.231150957214111,6.480380555555556,24.676000000000002,2.403757125509594,49.10277040165856,4.783236109387596,49.352000000000004,4.807514251019188,0.0,0.0,903.4288490427859,88.00549251408361,,,,,,,,
2026-09-02T12:17:30.299000+00:00,2.4401936111111113,2,filtered_prefix_end,0.2698498434981581,6.6105373787240636,6.880387222222222,24.676000000000002,2.404694132641114,49.08215015650185,4.783091201926978,49.352000000000004,4.809388265282228,0.0,0.0,903.049462621276,88.00282640014967,,,,,,,,
2026-09-02T12:17:30.299000+00:00,2.4401936111111113,2,fitted,0.2698498434981581,6.6105373787240636,6.880387222222222,24.676000000000002,2.404694132641114,49.08215015650185,4.783091201926978,49.352000000000004,4.809388265282228,0.0,0.0,903.049462621276,88.00282640014967,552.0,24.25479,1007.246,1007.2653009610208,-0.019300961020803697,1558.002,1557.972433665281,0.029566334718992948
2026-09-02T12:21:30.303000+00:00,2.5068613888888884,2,fitted,0.4868904158524443,7.182110070346467,7.669000486198911,24.676000000000002,2.4065435839028595,48.86510958414756,4.7656028508040364,49.352000000000004,4.813087167805719,0.0,0.0,902.4778899296537,88.01476639748738,554.0,24.28548,1007.311,1007.2979496977771,0.01305030222295045,1557.866,1557.8774361469193,-0.01143614691932271
2026-09-02T12:25:30.307000+00:00,2.573529166666667,2,fitted,0.7039309882067304,7.753682761968871,8.4576137501756,24.676000000000002,2.4083958821817224,48.648069011793275,4.748087578379606,49.352000000000004,4.816791764363445,0.0,0.0,901.9063172380312,88.02672477507521,556.0,24.33068,1007.329,1007.3256768222961,0.0033231777038054133,1557.783,1557.7991407245527,-0.016140724552769825
