Phase,Timestamp_UTC,Carried_IPA_loss_g,Carried_Water_loss_g,Added_Al_g,Before_addition_Al_mass_g,After_addition_Al_mass_g,Corrected_minus_nominal_Al_wt_pct,Added_IPA_g,Before_addition_IPA_mass_g,After_addition_IPA_mass_g,Corrected_minus_nominal_IPA_wt_pct,Added_PG_g,Before_addition_PG_mass_g,After_addition_PG_mass_g,Corrected_minus_nominal_PG_wt_pct,Added_MG_g,Before_addition_MG_mass_g,After_addition_MG_mass_g,Corrected_minus_nominal_MG_wt_pct,Added_Water_g,Before_addition_Water_mass_g,After_addition_Water_mass_g,Corrected_minus_nominal_Water_wt_pct
1,2026-09-02T09:51:05.602000+00:00,0.07691819830790111,1.923081801692099,0.0,18.192,18.192,0.0036411704048930904,0.0,36.3070818016921,36.3070818016921,-0.000420108400914998,0.0,36.384,36.384,0.007282340809786181,0.0,0.0,0.0,0.0,0.0,907.7369181983079,907.7369181983079,-0.010503402813768048
2,2026-09-02T12:05:30.287000+00:00,0.2492295983414443,6.231150957214111,6.484000000000002,18.192,24.676000000000002,0.015079049152434187,12.968000000000004,36.13477040165856,49.10277040165856,0.005879956673276787,12.968000000000004,36.384,49.352000000000004,0.030158098304868375,0.0,0.0,0.0,0.0,0.0,903.4288490427859,903.4288490427859,-0.05111710413059711
3,2026-09-02T12:45:52.630000+00:00,1.8093029133488456,10.66466110875464,0.0,24.676000000000002,24.676000000000002,0.02424270821390273,0.0,47.54269708665116,47.54269708665116,-0.11297500296515395,0.0,49.352000000000004,49.352000000000004,0.04848541642780546,0.0,0.0,0.0,0.0,100.01999999999998,898.9953388912454,999.0153388912454,0.04024687832344398
4,2026-09-02T13:27:16.667000+00:00,4.055668858204864,16.580427988388482,0.0,24.676000000000002,24.676000000000002,0.03405814543378094,0.0,45.29633114179514,45.29633114179514,-0.26637630302642323,0.0,49.352000000000004,49.352000000000004,0.06811629086756188,0.0,0.0,0.0,0.0,100.06000000000006,993.0995720116115,1093.1595720116115,0.16420186672509374
5,2026-09-02T14:10:24.164000+00:00,6.395595817109709,22.74258622264664,0.0,24.676000000000002,24.676000000000002,0.04136151463479165,0.0,42.956404182890296,42.956404182890296,-0.40774361137070114,0.0,49.352000000000004,49.352000000000004,0.0827230292695833,0.0,0.0,0.0,0.0,100.0,1086.9974137773534,1186.9974137773534,0.2836590674663313
6,2026-09-02T14:24:49.608000+00:00,7.17823469438085,24.803652523743537,0.0,24.676000000000002,24.676000000000002,0.0392665833607293,0.0,42.173765305619156,42.173765305619156,-0.4335474991790389,0.0,49.352000000000004,49.352000000000004,0.0785331667214586,0.0,0.0,0.0,0.0,100.6400000000001,1184.9363474762565,1285.5763474762566,0.31574774909685743
