SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_record,Timestamp,Phase,Phase_elapsed_min,Exclusion_reason,Used,Fit_used
515,2026-09-02,10:11:05.622,39,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.118,0.3848631,1.688293,1543.163,0.06150177,0.3414307,23.74833,0.002712511,1497.728,0.09369209,6.890609,0.0001640144,100,0,1,0,515,2026-09-02 10:11:05.622000+00:00,1,20.000333333333334,invalid/high Rho_S,False,False
516,2026-09-02,10:13:05.624,40,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1002.759,1.317176,4.827942,1544.934,2.07621,8.237549,23.7571,0.003616479,1497.402,0.3189726,6.885894,0.005519454,100,0,1,0,516,2026-09-02 10:13:05.624000+00:00,1,22.000366666666665,invalid/high Rho_S; invalid/high C_S,False,False
517,2026-09-02,10:15:05.626,41,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.284,0.3229009,1.512451,1543.792,0.12055,0.7712402,23.77457,0.003625431,1497.773,0.07800059,6.888937,0.0003216121,100,0,1,0,517,2026-09-02 10:15:05.626000+00:00,1,24.0004,invalid/high Rho_S,False,False
518,2026-09-02,10:17:05.628,42,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1002.94,1.143442,4.052368,1545.813,8.585776,85.60254,23.783,0.002923115,1497.455,0.2722026,6.883673,0.02175344,100,0,1,0,518,2026-09-02 10:17:05.628000+00:00,1,26.000433333333334,invalid/high Rho_S; invalid/high C_S,False,False
519,2026-09-02,10:19:05.630,43,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.357,0.1350481,0.7416382,1545.93,1.157999,3.780762,23.79806,0.004482124,1497.796,0.03209724,6.883248,0.003083751,100,0,1,0,519,2026-09-02 10:19:05.630000+00:00,1,28.000466666666668,invalid/high Rho_S; invalid/high C_S,False,False
520,2026-09-02,10:21:05.632,44,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.664,1.133217,4.87262,1543.698,0.3822419,1.498413,23.81106,0.002660772,1497.629,0.2725461,6.889198,0.001020652,100,0,1,0,520,2026-09-02 10:21:05.632000+00:00,1,30.0005,invalid/high Rho_S; invalid/high C_S,False,False
521,2026-09-02,10:23:05.634,45,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.083,1.103555,4.736694,1553.239,22.23274,89.29407,23.81798,0.002551693,inf,,6.86469,0.05613755,100,0,1,0,521,2026-09-02 10:23:05.634000+00:00,1,32.00053333333333,invalid/high Rho_S; invalid/high C_S,False,False
522,2026-09-02,10:25:05.636,46,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.313,1.177275,4.25177,1546.016,8.320065,84.02173,23.82879,0.002468212,1497.552,0.2797891,6.883138,0.02105194,100,0,0,0,522,2026-09-02 10:25:05.636000+00:00,1,34.00056666666667,SensOK != 1; invalid/high Rho_S; invalid/high C_S,False,False
523,2026-09-02,10:27:05.638,47,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.023,1.272612,4.478943,1544.169,1.723933,7.845947,23.83454,0.001966732,1497.481,0.3070873,6.887953,0.004589089,100,0,1,0,523,2026-09-02 10:27:05.638000+00:00,1,36.0006,invalid/high Rho_S; invalid/high C_S,False,False
524,2026-09-02,10:29:05.639,48,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.403,1.541474,4.869812,1543.441,0.6559724,3.255493,23.84299,0.002525552,1497.576,0.3695295,6.889894,0.001749029,100,0,1,0,524,2026-09-02 10:29:05.639000+00:00,1,38.000616666666666,invalid/high Rho_S; invalid/high C_S,False,False
525,2026-09-02,10:31:05.642,49,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.437,0.150354,1.084229,1543.08,0.106471,0.4552002,23.85107,0.002257676,1497.826,0.03661687,6.890857,0.0002847885,100,0,1,0,525,2026-09-02 10:31:05.642000+00:00,1,40.00066666666667,invalid/high Rho_S,False,False
526,2026-09-02,10:33:05.644,50,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.18,1.035848,3.941101,1543.394,0.4217647,1.79187,23.85665,0.002633451,inf,,6.890022,0.001125754,100,0,1,0,526,2026-09-02 10:33:05.644000+00:00,1,42.0007,invalid/high Rho_S; invalid/high C_S,False,False
527,2026-09-02,10:35:05.646,51,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.436,0.1657553,0.7348633,1543.022,0.04790114,0.2489014,23.86698,0.001580939,1497.829,0.0397893,6.891016,0.0001279813,100,0,1,0,527,2026-09-02 10:35:05.646000+00:00,1,44.00073333333333,invalid/high Rho_S,False,False
528,2026-09-02,10:37:05.648,52,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.756,0.5725362,2.569702,1543.042,0.1230431,0.6589355,23.87277,0.002292943,1497.665,0.1369742,6.890964,0.0003282228,100,0,1,0,528,2026-09-02 10:37:05.648000+00:00,1,46.000766666666664,invalid/high Rho_S,False,False
529,2026-09-02,10:39:05.650,53,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.233,1.476314,4.871643,1543.58,0.5577747,2.478882,23.87988,0.00224524,1497.54,0.3567681,6.889532,0.001488752,100,0,1,0,529,2026-09-02 10:39:05.650000+00:00,1,48.0008,invalid/high Rho_S; invalid/high C_S,False,False
530,2026-09-02,10:41:05.652,54,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.197,0.4533,2.218628,1542.955,0.08922863,0.3903809,23.88849,0.001860412,1497.777,0.1080361,6.891201,0.000238024,100,0,1,0,530,2026-09-02 10:41:05.652000+00:00,1,50.00083333333334,invalid/high Rho_S,False,False
531,2026-09-02,10:43:05.655,55,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.96,0.7578655,2.459106,1543.316,0.627774,3.290894,23.89484,0.00147442,inf,,6.89024,0.001674316,100,0,1,0,531,2026-09-02 10:43:05.655000+00:00,1,52.000883333333334,invalid/high Rho_S; invalid/high C_S,False,False
532,2026-09-02,10:45:05.657,56,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1002.911,1.338203,4.915527,1543.899,0.3707696,1.688354,23.89806,0.001578944,1497.469,0.3220554,6.888683,0.0009893355,100,0,1,0,532,2026-09-02 10:45:05.657000+00:00,1,54.00091666666666,invalid/high Rho_S; invalid/high C_S,False,False
533,2026-09-02,10:47:05.659,57,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.646,0.6007007,2.625427,1545.367,1.825467,6.457764,23.90338,0.001681503,inf,,6.884779,0.004855466,100,0,0,0,533,2026-09-02 10:47:05.659000+00:00,1,56.000949999999996,SensOK != 1; invalid/high Rho_S; invalid/high C_S,False,False
534,2026-09-02,10:49:05.661,58,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.127,1.168109,3.764404,1543.749,1.445289,7.281372,23.93125,0.008565078,inf,,6.889096,0.003848884,100,0,1,0,534,2026-09-02 10:49:05.661000+00:00,1,58.00098333333334,invalid/high Rho_S; invalid/high C_S,False,False
535,2026-09-02,10:51:05.663,59,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.272,0.7300914,3.205811,1543.003,0.03603429,0.2380371,23.96799,0.005922196,1497.567,0.1741235,6.891096,9.605701e-05,100,0,1,0,535,2026-09-02 10:51:05.663000+00:00,1,60.00101666666667,invalid/high Rho_S,False,False
536,2026-09-02,10:53:05.665,60,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1002.994,0.3604372,1.520752,1543.034,0.02079706,0.0916748,23.98396,0.002384234,1497.504,0.08576877,6.891017,5.584358e-05,100,0,1,0,536,2026-09-02 10:53:05.665000+00:00,1,62.00105,invalid/high Rho_S,False,False
537,2026-09-02,10:55:05.667,61,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1003.393,0.7856831,2.84259,1543.078,0.04538858,0.203125,23.99476,0.004602314,1497.601,0.1916269,6.890901,0.0001202618,100,0,1,0,537,2026-09-02 10:55:05.667000+00:00,1,64.00108333333334,invalid/high Rho_S,False,False
538,2026-09-02,10:57:05.669,62,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1002.006,3.559116,20.03888,1543.144,0.09806811,0.8413086,24.04674,0.02618589,inf,,6.890741,0.0002626152,100,0,1,0,538,2026-09-02 10:57:05.669000+00:00,1,66.00111666666666,invalid/high Rho_S,False,False
539,2026-09-02,10:59:05.671,63,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.547,0.182661,0.8909912,1543.086,0.03186737,0.1708984,24.04863,0.003074033,1497.891,0.04475744,6.890894,8.478477e-05,100,0,1,0,539,2026-09-02 10:59:05.671000+00:00,1,68.00115,invalid/high Rho_S,False,False
540,2026-09-02,11:01:05.673,64,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.596,0.0321579,0.2670898,1543.092,0.02528183,0.1154785,24.07736,0.01027201,1497.91,0.007273016,6.890888,6.559354e-05,100,0,1,0,540,2026-09-02 11:01:05.673000+00:00,1,70.00118333333333,,True,False
541,2026-09-02,11:03:05.675,65,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.223,0.9236903,4.163513,1543.121,0.03120033,0.2567139,24.12067,0.01986704,1497.827,0.2265504,6.890821,8.13845e-05,100,0,1,0,541,2026-09-02 11:03:05.675000+00:00,1,72.00121666666668,invalid/high Rho_S,False,False
542,2026-09-02,11:05:05.677,66,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.617,0.00646851,0.02404785,1543.092,0.01524997,0.09204102,24.14156,0.0009497172,1497.924,0.001800433,6.890906,4.060993e-05,100,0,1,0,542,2026-09-02 11:05:05.677000+00:00,1,74.00125,,True,False
543,2026-09-02,11:07:05.679,67,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.458,0.2457422,0.9317017,1543.074,0.02177445,0.1051025,24.14234,0.0004549887,1497.886,0.05974981,6.890954,5.819006e-05,100,0,1,0,543,2026-09-02 11:07:05.679000+00:00,1,76.00128333333333,invalid/high Rho_S,False,False
544,2026-09-02,11:09:05.681,68,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.289,0.6056756,3.097351,1543.026,0.02165033,0.08813477,24.14211,0.000557029,1497.845,0.149062,6.89108,5.772932e-05,100,0,1,0,544,2026-09-02 11:09:05.681000+00:00,1,78.00131666666667,invalid/high Rho_S,False,False
545,2026-09-02,11:11:05.683,69,8,90.96,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.603,0.07120349,0.2542725,1542.987,0.01465185,0.06152344,24.14118,0.0008206499,1497.923,0.01723913,6.891184,3.917296e-05,100,0,1,0,545,2026-09-02 11:11:05.683000+00:00,1,80.00135,invalid/high Rho_S,False,False
546,2026-09-02,12:05:30.287,70,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1004.995,0.5093101,1.987061,1558.705,0.1229355,0.6816406,24.11082,0.01759114,1498.003,0.1227508,6.849618,0.0003184165,100,0,1,0,546,2026-09-02 12:05:30.287000+00:00,2,0.0,invalid/high Rho_S,False,False
547,2026-09-02,12:07:30.289,71,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1006.125,0.2134549,1.24176,1558.479,0.0655906,0.3947754,24.08955,0.001478581,1498.277,0.05094976,6.850204,0.0001715217,100,0,1,0,547,2026-09-02 12:07:30.289000+00:00,2,2.000033333333333,invalid/high Rho_S,False,False
548,2026-09-02,12:09:30.291,72,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1005.964,5.565763,51.08533,1558.32,0.2102047,1.22168,24.1148,0.01342368,1498.272,1.261656,6.850627,0.0005518175,100,0,1,0,548,2026-09-02 12:09:30.291000+00:00,2,4.000066666666666,invalid/high Rho_S; invalid/high C_S,False,False
549,2026-09-02,12:11:30.293,73,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1006.389,0.2707166,1.64978,1558.566,0.2137274,1.109985,24.14437,0.009060736,1498.356,0.06212528,6.84999,0.0005584967,100,0,1,0,549,2026-09-02 12:11:30.293000+00:00,2,6.0001,invalid/high Rho_S; invalid/high C_S,False,False
550,2026-09-02,12:13:30.295,74,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1006.621,0.1833636,0.8954468,1558.381,0.0452876,0.1750488,24.17329,0.008445076,1498.417,0.04556457,6.850483,0.0001204604,100,0,1,0,550,2026-09-02 12:13:30.295000+00:00,2,8.000133333333332,invalid/high Rho_S,False,False
551,2026-09-02,12:15:30.297,75,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.038,0.2109578,0.798584,1558.112,0.1164071,0.3723145,24.21465,0.01416354,1498.529,0.0533884,6.8512,0.0003082726,100,0,1,0,551,2026-09-02 12:15:30.297000+00:00,2,10.000166666666667,invalid/high Rho_S,False,False
552,2026-09-02,12:17:30.299,76,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.246,0.02920181,0.112793,1558.002,0.04153958,0.2139893,24.25479,0.00541048,1498.587,0.007320232,6.851497,0.0001095646,100,0,1,0,552,2026-09-02 12:17:30.299000+00:00,2,12.0002,,True,True
553,2026-09-02,12:19:30.301,77,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.291,0.05300165,0.2458496,1557.913,0.0288796,0.1436768,24.26949,0.003124733,1498.6,0.01333027,6.851735,7.590427e-05,100,0,1,0,553,2026-09-02 12:19:30.301000+00:00,2,14.000233333333334,invalid/high Rho_S,False,False
554,2026-09-02,12:21:30.303,78,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.311,0.04543537,0.2196045,1557.866,0.03654411,0.1671143,24.28548,0.005389747,1498.609,0.01085554,6.851862,9.65562e-05,100,0,1,0,554,2026-09-02 12:21:30.303000+00:00,2,16.000266666666665,,True,True
555,2026-09-02,12:23:30.305,79,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.323,0.06018662,0.2771606,1557.82,0.02934062,0.1420898,24.31334,0.00643958,1498.617,0.01513318,6.851991,7.778702e-05,100,0,1,0,555,2026-09-02 12:23:30.305000+00:00,2,18.0003,invalid/high Rho_S,False,False
556,2026-09-02,12:25:30.307,80,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.329,0.03053766,0.1381226,1557.783,0.03104315,0.1726074,24.33068,0.003196119,1498.621,0.007588011,6.852093,8.183572e-05,100,0,1,0,556,2026-09-02 12:25:30.307000+00:00,2,20.000333333333334,,True,True
557,2026-09-02,12:27:30.309,81,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.353,0.03750245,0.1768188,1557.722,0.02824267,0.1540527,24.34104,0.002174681,1498.629,0.00918641,6.852256,7.436605e-05,100,0,1,0,557,2026-09-02 12:27:30.309000+00:00,2,22.000366666666665,,True,True
558,2026-09-02,12:29:30.311,82,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.366,0.02846396,0.1069336,1557.68,0.02314676,0.1162109,24.35007,0.002364908,1498.634,0.007302204,6.852366,6.091624e-05,100,0,1,0,558,2026-09-02 12:29:30.311000+00:00,2,24.0004,,True,True
559,2026-09-02,12:31:30.313,83,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.388,0.005307414,0.01885986,1557.642,0.02555434,0.1307373,24.36031,0.002695219,1498.641,0.001949725,6.85247,6.725897e-05,100,0,1,0,559,2026-09-02 12:31:30.313000+00:00,2,26.000433333333334,,True,True
560,2026-09-02,12:33:30.315,84,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.4,0.005869506,0.03277588,1557.593,0.0183553,0.08752441,24.3711,0.002752199,1498.647,0.001724344,6.852602,4.855614e-05,100,0,1,0,560,2026-09-02 12:33:30.315000+00:00,2,28.000466666666668,,True,True
561,2026-09-02,12:35:30.317,85,8,123.38,909.66,0.0,0.0,0.0,0.0,0.0,100.0,1007.398,0.03434505,0.1737061,1557.548,0.02087142,0.08874512,24.3821,0.002692559,1498.649,0.008439764,6.852721,5.504897e-05,100,0,1,0,561,2026-09-02 12:35:30.317000+00:00,2,30.0005,,True,True
562,2026-09-02,12:45:52.630,86,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1000.161,4.49159,12.75629,1558.3,2.630957,11.25574,24.35681,0.009931872,1496.89,1.081518,6.850757,0.006900103,100,0,1,0,562,2026-09-02 12:45:52.630000+00:00,3,0.0,invalid/high Rho_S; invalid/high C_S,False,False
563,2026-09-02,12:47:52.632,87,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1001.346,1.76336,5.673706,1553.167,1.663502,8.292358,24.3491,0.002483726,1497.183,0.4278288,6.864227,0.004373448,100,0,1,0,563,2026-09-02 12:47:52.632000+00:00,3,2.000033333333333,invalid/high Rho_S; invalid/high C_S,False,False
564,2026-09-02,12:49:52.634,88,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1003.375,0.529512,2.238159,1552.295,0.06778426,0.3759766,24.36104,0.00227681,1497.674,0.1278094,6.86653,0.0001790547,100,0,1,0,564,2026-09-02 12:49:52.634000+00:00,3,4.000066666666666,invalid/high Rho_S,False,False
565,2026-09-02,12:51:52.637,89,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1003.998,0.394758,1.595459,1552.265,0.04614894,0.2397461,24.37044,0.003956642,1497.825,0.09591892,6.866615,0.0001218679,100,0,1,0,565,2026-09-02 12:51:52.637000+00:00,3,6.000116666666667,invalid/high Rho_S,False,False
566,2026-09-02,12:53:52.639,90,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1004.558,0.6816718,3.048218,1552.298,0.04877605,0.2451172,24.38071,0.002441406,1497.963,0.1656301,6.866531,0.0001285653,100,0,1,0,566,2026-09-02 12:53:52.639000+00:00,3,8.00015,invalid/high Rho_S,False,False
567,2026-09-02,12:55:52.642,91,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1004.794,0.3801394,1.560181,1552.305,0.04005232,0.2121582,24.38992,0.002224875,1498.022,0.09130523,6.866513,0.000105877,100,0,1,0,567,2026-09-02 12:55:52.642000+00:00,3,10.0002,invalid/high Rho_S,False,False
568,2026-09-02,12:57:52.643,92,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1005.119,0.4113828,1.905762,1552.283,0.0302722,0.1697998,24.39824,0.003099459,1498.104,0.09811199,6.866574,8.010111e-05,100,0,1,0,568,2026-09-02 12:57:52.643000+00:00,3,12.000216666666667,invalid/high Rho_S,False,False
569,2026-09-02,12:59:52.646,93,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1004.925,0.5642039,2.142944,1552.212,0.05440131,0.2263184,24.40799,0.002090377,1498.056,0.1351101,6.866764,0.0001440445,100,0,1,0,569,2026-09-02 12:59:52.646000+00:00,3,14.000266666666667,invalid/high Rho_S,False,False
570,2026-09-02,13:01:52.647,94,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1005.049,0.4011723,1.953918,1552.16,0.04665368,0.2106934,24.41633,0.002095034,1498.088,0.09609516,6.866903,0.000123609,100,0,1,0,570,2026-09-02 13:01:52.647000+00:00,3,16.000283333333336,invalid/high Rho_S,False,False
571,2026-09-02,13:03:52.649,95,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1004.95,0.5332726,2.097168,1552.149,0.03938759,0.2041016,24.42672,0.002597852,1498.068,0.1278284,6.866935,0.0001038443,100,0,1,0,571,2026-09-02 13:03:52.649000+00:00,3,18.000316666666667,invalid/high Rho_S,False,False
572,2026-09-02,13:05:52.651,96,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.127,0.2516593,0.7905884,1552.121,0.04549233,0.2330322,24.4465,0.009471476,1498.357,0.06261573,6.867014,0.000120244,100,0,1,0,572,2026-09-02 13:05:52.651000+00:00,3,20.00035,invalid/high Rho_S,False,False
573,2026-09-02,13:07:52.654,97,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.4,0.05528582,0.2905884,1552.117,0.03601589,0.1588135,24.47332,0.004674073,1498.427,0.01419574,6.867032,9.607721e-05,100,0,1,0,573,2026-09-02 13:07:52.654000+00:00,3,22.0004,invalid/high Rho_S,False,False
574,2026-09-02,13:09:52.656,98,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.355,0.181543,0.7515869,1552.019,0.01314861,0.06787109,24.49065,0.003797254,1498.421,0.04430195,6.867295,3.504809e-05,100,0,1,0,574,2026-09-02 13:09:52.656000+00:00,3,24.000433333333334,invalid/high Rho_S,False,False
575,2026-09-02,13:11:52.658,99,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.464,0.004871958,0.01831055,1551.993,0.012066,0.0612793,24.50693,0.004495813,1498.45,0.002066182,6.867369,3.236022e-05,100,0,1,0,575,2026-09-02 13:11:52.658000+00:00,3,26.000466666666668,,True,False
576,2026-09-02,13:13:52.660,100,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.472,0.002760916,0.01348877,1551.972,0.01241687,0.06481934,24.52526,0.004260608,1498.456,0.001395515,6.867429,3.339629e-05,100,0,1,0,576,2026-09-02 13:13:52.660000+00:00,3,28.0005,,True,False
577,2026-09-02,13:15:52.662,101,8,123.38,1009.68,0.0,0.0,0.0,0.0,0.0,100.0,1006.47,0.009979515,0.04034424,1551.957,0.008844348,0.04187012,24.54244,0.004657009,1498.459,0.002664901,6.867475,2.363699e-05,100,0,1,0,577,2026-09-02 13:15:52.662000+00:00,3,30.000533333333333,,True,False
578,2026-09-02,13:27:16.667,102,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.146,0.2877692,0.9859619,1548.166,0.08751981,0.3084717,24.5522,0.01974131,1498.135,0.06860606,6.877511,0.0002373453,100,0,1,0,578,2026-09-02 13:27:16.667000+00:00,4,0.0,invalid/high Rho_S,False,False
579,2026-09-02,13:29:16.669,103,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1004.167,0.3642198,1.459229,1548.04,0.05313192,0.2687988,24.54662,0.004616809,1497.904,0.08674388,6.877841,0.0001403242,100,0,1,0,579,2026-09-02 13:29:16.669000+00:00,4,2.000033333333333,invalid/high Rho_S,False,False
580,2026-09-02,13:31:16.671,104,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1004.492,0.2717157,1.017212,1547.989,0.03120575,0.1411133,24.56709,0.005187528,1497.987,0.06628632,6.877985,8.341367e-05,100,0,1,0,580,2026-09-02 13:31:16.671000+00:00,4,4.000066666666666,invalid/high Rho_S,False,False
581,2026-09-02,13:33:16.673,105,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1004.609,0.2681491,1.246033,1547.951,0.02614185,0.1398926,24.58786,0.00501261,1498.02,0.06508889,6.878093,7.285774e-05,100,0,1,0,581,2026-09-02 13:33:16.673000+00:00,4,6.0001,invalid/high Rho_S,False,False
582,2026-09-02,13:35:16.675,106,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1004.916,0.3727926,1.473389,1547.934,0.02660804,0.1518555,24.60898,0.005519559,1498.098,0.09088129,6.878141,7.067564e-05,100,0,1,0,582,2026-09-02 13:35:16.675000+00:00,4,8.000133333333332,invalid/high Rho_S,False,False
