Phase,Timestamp_UTC,Carried_IPA_loss_g,Carried_Water_loss_g,Added_Al_g,Before_addition_Al_mass_g,After_addition_Al_mass_g,Corrected_minus_nominal_Al_wt_pct,Added_IPA_g,Before_addition_IPA_mass_g,After_addition_IPA_mass_g,Corrected_minus_nominal_IPA_wt_pct,Added_PG_g,Before_addition_PG_mass_g,After_addition_PG_mass_g,Corrected_minus_nominal_PG_wt_pct,Added_MG_g,Before_addition_MG_mass_g,After_addition_MG_mass_g,Corrected_minus_nominal_MG_wt_pct,Added_Water_g,Before_addition_Water_mass_g,After_addition_Water_mass_g,Corrected_minus_nominal_Water_wt_pct
1,2026-09-01T11:54:36.679000+00:00,0.07692226377757153,1.9230777362224285,0.0,18.192,18.192,0.0036415346880467325,0.0,36.30707773622243,36.30707773622243,-0.00042017263774329905,0.0,36.384,36.384,0.007283069376093465,0.0,0.0,0.0,0.0,0.0,907.6869222637775,907.6869222637775,-0.010504431426383576
2,2026-09-01T13:58:42.917000+00:00,0.2360282314405095,5.90077065744838,0.0,18.192,18.192,0.011220165049347752,0.0,36.14797176855949,36.14797176855949,-0.0012946207433306434,0.0,36.384,36.384,0.022440330098695505,0.0,0.0,0.0,0.0,0.0,903.7092293425516,903.7092293425516,-0.03236587440470373
