Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,113,1.156791370576984,1.156791370576984,1.4660585859399815,0.11524156750345364,0.5523077099073992
Density - hybrid,113,-0.3172934399157358,0.580136117891425,0.9377687070501048,0.05784974513452092,0.8168240567156334
Sound velocity - physics,113,-5.409007704657947,5.409007704657947,5.892910696366244,0.3444854029472228,0.8263492354737498
Sound velocity - hybrid,113,-1.1823078279625894,1.4539635173626615,1.9009549863372786,0.0923194012096056,0.981929896228555
