Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,99,-0.2436172875724472,0.2436172875724472,0.2672915852158505,0.024223119721435257,0.9175653158403272
Density - hybrid,99,-0.7158446777362584,0.7158446777362584,0.7724170232804977,0.07117441988946137,0.3115964864810816
Sound velocity - physics,99,-1.0556141957875578,1.0556141957875578,1.0794974031466607,0.06774172098031375,0.9771495179630956
Sound velocity - hybrid,99,1.4814507265551455,1.4814507265551455,1.6734932768194153,0.09497914242290736,0.9450838470305347
