Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2,Weighting
Density - physics,2,1.2347551925822131,1.2347551925822131,1.234905900691617,0.1229035410398398,-8.60768355202764,One equal weight per phase mean
Density - hybrid,2,-0.07101533747112398,0.07101533747112398,0.09434248260016886,0.007066141882126435,0.943925480668038,One equal weight per phase mean
Sound velocity - physics,2,-2.822709867378535,2.822709867378535,2.849361481510308,0.1826373991462763,-96.20741911992593,One equal weight per phase mean
Sound velocity - hybrid,2,-0.2702733213824331,0.3533291311952098,0.44484732572226815,0.022858723722602194,-1.3693339783081044,One equal weight per phase mean
