Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,44,1.2277397625587076,1.2277397625587076,1.2279763294331907,0.12218754592015475,-9.871568383774244
Density - hybrid,44,-0.09359983699591173,0.09359983699591173,0.11116686574462384,0.009313078395367762,0.9109030302288126
Sound velocity - physics,44,-2.964093751070059,2.964093751070059,2.987809227248096,0.1917727482646892,-87.85392802737215
Sound velocity - hybrid,44,-0.3987566418172667,0.45161033897095526,0.5264001184702901,0.029216015014726253,-1.75805460401852
