SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig
        233,2026-08-27,12:00:52.926,         67,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007758E+3,   5.135613E-3,   1.940918E-2,   1.582615E+3,   2.379288E-2,   1.232910E-1,   2.406504E+1,   4.155986E-3,   1.498669E+3,   1.995164E-3,   6.787969E+0,   6.106209E-5,   100,0,1,0
        234,2026-08-27,12:02:52.928,         68,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007771E+3,   3.851790E-3,   1.556396E-2,   1.582569E+3,   2.028937E-2,   9.936523E-2,   2.408165E+1,   4.046951E-3,   1.498676E+3,   1.760880E-3,   6.788091E+0,   5.212632E-5,   100,0,1,0
        235,2026-08-27,12:04:52.930,         69,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007780E+3,   3.205211E-3,   1.300049E-2,   1.582525E+3,   2.179923E-2,   1.118164E-1,   2.409851E+1,   4.422459E-3,   1.498682E+3,   1.572869E-3,   6.788206E+0,   5.625749E-5,   100,0,1,0
        236,2026-08-27,12:06:52.932,         70,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007789E+3,   4.699713E-3,   1.751709E-2,   1.582482E+3,   1.620003E-2,   7.958984E-2,   2.411589E+1,   4.481826E-3,   1.498688E+3,   1.967472E-3,   6.788321E+0,   4.186498E-5,   100,0,1,0
        237,2026-08-27,12:08:52.934,         71,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007797E+3,   1.830769E-3,   8.361816E-3,   1.582443E+3,   1.585989E-2,   7.653809E-2,   2.413400E+1,   4.115753E-3,   1.498694E+3,   1.136499E-3,   6.788424E+0,   4.092371E-5,   100,1,1,1
        238,2026-08-27,12:10:52.936,         72,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007802E+3,   1.925610E-3,   9.399414E-3,   1.582411E+3,   1.296699E-2,   5.920410E-2,   2.415187E+1,   4.627725E-3,   1.498699E+3,   1.259114E-3,   6.788511E+0,   3.370699E-5,   100,1,1,1
        239,2026-08-27,12:12:52.938,         73,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007806E+3,   2.295436E-3,   1.074219E-2,   1.582380E+3,   1.444358E-2,   7.983398E-2,   2.416915E+1,   3.999623E-3,   1.498703E+3,   1.264963E-3,   6.788593E+0,   3.736272E-5,   100,0,1,0
        240,2026-08-27,12:14:52.940,         74,          4,   1.398400E+2,   1.039630E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007811E+3,   2.366656E-3,   9.338379E-3,   1.582346E+3,   1.253073E-2,   6.542969E-2,   2.418428E+1,   3.594386E-3,   1.498707E+3,   1.240160E-3,   6.788683E+0,   3.243233E-5,   100,1,1,1
        241,2026-08-27,12:29:28.660,         75,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006523E+3,   2.606562E-3,   9.460449E-3,   1.572904E+3,   1.584699E-2,   9.375000E-2,   2.414592E+1,   6.214582E-3,   1.498389E+3,   1.976933E-3,   6.812799E+0,   4.120736E-5,   100,1,1,1
        242,2026-08-27,12:31:28.662,         76,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006528E+3,   9.421117E-4,   4.516602E-3,   1.572897E+3,   1.693205E-2,   8.752441E-2,   2.417264E+1,   6.980374E-3,   1.498396E+3,   1.612462E-3,   6.812823E+0,   4.358004E-5,   100,1,1,1
        243,2026-08-27,12:33:28.664,         77,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006529E+3,   6.919319E-4,   3.356934E-3,   1.572893E+3,   1.340803E-2,   6.848145E-2,   2.420116E+1,   7.279973E-3,   1.498402E+3,   1.459352E-3,   6.812842E+0,   3.460486E-5,   100,1,1,1
        244,2026-08-27,12:35:28.666,         78,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006529E+3,   1.180125E-3,   6.652832E-3,   1.572892E+3,   1.309005E-2,   7.019043E-2,   2.422968E+1,   6.774460E-3,   1.498407E+3,   1.391177E-3,   6.812851E+0,   3.386598E-5,   100,1,1,1
        245,2026-08-27,12:37:28.668,         79,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006527E+3,   8.032036E-4,   4.028320E-3,   1.572893E+3,   1.281550E-2,   5.822754E-2,   2.425664E+1,   6.679885E-3,   1.498413E+3,   1.273671E-3,   6.812857E+0,   3.295350E-5,   100,1,1,1
        246,2026-08-27,12:39:28.670,         80,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006526E+3,   8.018410E-4,   3.417969E-3,   1.572905E+3,   1.564525E-2,   7.836914E-2,   2.428333E+1,   6.361818E-3,   1.498418E+3,   1.208586E-3,   6.812834E+0,   3.994069E-5,   100,1,1,1
        247,2026-08-27,12:41:28.672,         81,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006524E+3,   9.941226E-4,   4.150391E-3,   1.572902E+3,   1.221111E-2,   5.725098E-2,   2.430818E+1,   6.512607E-3,   1.498422E+3,   1.225598E-3,   6.812848E+0,   3.173765E-5,   100,1,1,1
        248,2026-08-27,12:43:28.674,         82,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006521E+3,   7.858794E-4,   3.906250E-3,   1.572905E+3,   1.467900E-2,   6.628418E-2,   2.433399E+1,   6.187133E-3,   1.498427E+3,   1.141816E-3,   6.812846E+0,   3.733286E-5,   100,1,1,1
        249,2026-08-27,12:45:28.676,         83,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006519E+3,   8.078663E-4,   3.784180E-3,   1.572910E+3,   1.339165E-2,   6.347656E-2,   2.435845E+1,   6.120002E-3,   1.498432E+3,   1.126656E-3,   6.812841E+0,   3.411337E-5,   100,1,1,1
        250,2026-08-27,12:47:28.678,         84,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006516E+3,   9.644364E-4,   3.967285E-3,   1.572916E+3,   1.386405E-2,   6.323242E-2,   2.438303E+1,   5.900832E-3,   1.498436E+3,   1.062828E-3,   6.812832E+0,   3.574525E-5,   100,1,1,1
        251,2026-08-27,12:49:28.680,         85,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006513E+3,   9.610252E-4,   3.784180E-3,   1.572926E+3,   1.572629E-2,   6.579590E-2,   2.440654E+1,   6.249428E-3,   1.498440E+3,   1.087224E-3,   6.812812E+0,   4.007301E-5,   100,1,1,1
        252,2026-08-27,12:51:28.682,         86,          4,   1.398400E+2,   1.190050E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006510E+3,   7.467420E-4,   3.112793E-3,   1.572926E+3,   1.458739E-2,   7.714844E-2,   2.443066E+1,   5.638449E-3,   1.498445E+3,   1.044030E-3,   6.812820E+0,   3.747283E-5,   100,1,1,1
        253,2026-08-27,13:06:01.091,         87,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005803E+3,   1.202112E-3,   6.042480E-3,   1.567517E+3,   1.213050E-2,   6.774902E-2,   2.441445E+1,   5.812859E-3,   1.498271E+3,   1.542292E-3,   6.826766E+0,   3.113324E-5,   100,1,1,1
        254,2026-08-27,13:08:01.093,         88,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005802E+3,   7.657220E-4,   3.540039E-3,   1.567537E+3,   1.230498E-2,   5.407715E-2,   2.444064E+1,   7.074848E-3,   1.498276E+3,   1.394570E-3,   6.826721E+0,   3.183974E-5,   100,1,1,1
        255,2026-08-27,13:10:01.095,         89,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005800E+3,   1.066891E-3,   4.394531E-3,   1.567550E+3,   1.357011E-2,   6.726074E-2,   2.446758E+1,   7.301413E-3,   1.498282E+3,   1.375811E-3,   6.826695E+0,   3.481603E-5,   100,1,1,1
        256,2026-08-27,13:12:01.097,         90,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005796E+3,   1.238862E-3,   4.760742E-3,   1.567572E+3,   1.398873E-2,   5.969238E-2,   2.449648E+1,   7.206406E-3,   1.498287E+3,   1.214495E-3,   6.826645E+0,   3.541948E-5,   100,1,1,1
        257,2026-08-27,13:14:01.099,         91,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005792E+3,   1.419132E-3,   6.042480E-3,   1.567586E+3,   1.267941E-2,   6.005859E-2,   2.452512E+1,   6.968256E-3,   1.498292E+3,   1.166894E-3,   6.826616E+0,   3.240419E-5,   100,1,1,1
        258,2026-08-27,13:16:01.101,         92,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005787E+3,   1.513436E-3,   6.347656E-3,   1.567611E+3,   1.216376E-2,   5.212402E-2,   2.455324E+1,   6.769849E-3,   1.498296E+3,   1.103145E-3,   6.826560E+0,   3.090949E-5,   100,1,1,1
        259,2026-08-27,13:18:01.102,         93,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005782E+3,   1.232246E-3,   5.371094E-3,   1.567628E+3,   1.086307E-2,   5.151367E-2,   2.458030E+1,   6.741352E-3,   1.498301E+3,   1.136049E-3,   6.826524E+0,   2.803858E-5,   100,1,1,1
        260,2026-08-27,13:20:01.105,         94,          4,   1.398400E+2,   1.291300E+3,   2.003000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005778E+3,   1.234420E-3,   4.577637E-3,   1.567647E+3,   1.344323E-2,   7.836914E-2,   2.460681E+1,   6.896921E-3,   1.498305E+3,   1.164241E-3,   6.826481E+0,   3.401102E-5,   100,1,1,1
        261,2026-08-27,13:35:26.034,         95,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.984217E+2,   1.177413E+0,   4.647644E+0,   1.579697E+3,   2.154630E-1,   1.045776E+0,   2.505732E+1,   2.147197E-3,   1.496636E+3,   2.947109E-1,   6.795662E+0,   5.490956E-4,   100,0,1,0
        262,2026-08-27,13:37:26.036,         96,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.981389E+2,   3.546128E+0,   2.386377E+1,   1.579540E+3,   2.134487E-1,   8.392334E-1,   2.506363E+1,   5.517705E-3,   1.496586E+3,   7.634662E-1,   6.796064E+0,   5.447504E-4,   100,0,1,0
        263,2026-08-27,13:39:26.038,         97,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.975163E+2,   4.124504E+0,   1.072961E+1,   1.579168E+3,   2.372605E-1,   1.198120E+0,   2.509175E+1,   1.399573E-2,          +INF,           NaN,   6.797018E+0,   6.063515E-4,   100,0,1,0
        264,2026-08-27,13:41:26.040,         98,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003158E+3,   2.078162E-1,   8.266602E-1,   1.578859E+3,   3.403857E-2,   1.494141E-1,   2.510394E+1,   3.074304E-3,   1.497777E+3,   5.019562E-2,   6.797812E+0,   8.728453E-5,   100,0,1,0
        265,2026-08-27,13:43:26.042,         99,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003355E+3,   1.279202E-2,   5.084229E-2,   1.578760E+3,   2.479294E-2,   1.334229E-1,   2.511826E+1,   3.783130E-3,   1.497828E+3,   3.857912E-3,   6.798066E+0,   6.377453E-5,   100,0,1,0
        266,2026-08-27,13:45:26.044,        100,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003396E+3,   6.248953E-3,   2.435303E-2,   1.578693E+3,   2.648150E-2,   1.240234E-1,   2.513394E+1,   3.727533E-3,   1.497841E+3,   2.412654E-3,   6.798244E+0,   6.827441E-5,   100,0,1,0
        267,2026-08-27,13:47:26.046,        101,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003414E+3,   5.201530E-3,   1.959229E-2,   1.578636E+3,   1.723670E-2,   7.958984E-2,   2.515089E+1,   4.534562E-3,   1.497849E+3,   2.081285E-3,   6.798392E+0,   4.424367E-5,   100,0,1,0
        268,2026-08-27,13:49:26.048,        102,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003429E+3,   3.885525E-3,   1.617432E-2,   1.578588E+3,   1.949052E-2,   9.936523E-2,   2.516793E+1,   3.872251E-3,   1.497856E+3,   1.517583E-3,   6.798519E+0,   5.031991E-5,   100,0,1,0
        269,2026-08-27,13:51:26.050,        103,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003440E+3,   3.785599E-3,   1.513672E-2,   1.578537E+3,   1.854485E-2,   1.046143E-1,   2.518564E+1,   4.557659E-3,   1.497862E+3,   1.696909E-3,   6.798653E+0,   4.795061E-5,   100,0,1,0
        270,2026-08-27,14:08:15.893,        104,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004203E+3,   2.361809E-3,   1.190186E-2,   1.578248E+3,   1.404796E-2,   7.604980E-2,   2.515128E+1,   5.041541E-3,   1.498037E+3,   1.897200E-3,   6.799383E+0,   3.642451E-5,   100,0,1,0
        271,2026-08-27,14:10:15.895,        105,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004208E+3,   2.770877E-3,   1.239014E-2,   1.578227E+3,   1.340109E-2,   7.836914E-2,   2.517373E+1,   5.465664E-3,   1.498043E+3,   1.780391E-3,   6.799442E+0,   3.496696E-5,   100,0,1,0
        272,2026-08-27,14:12:15.897,        106,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004214E+3,   1.345925E-3,   6.164551E-3,   1.578212E+3,   9.973949E-3,   4.187012E-2,   2.519760E+1,   5.611912E-3,   1.498050E+3,   1.313331E-3,   6.799486E+0,   2.540741E-5,   100,1,1,1
        273,2026-08-27,14:14:15.899,        107,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004216E+3,   1.253998E-3,   5.676270E-3,   1.578201E+3,   1.065429E-2,   5.432129E-2,   2.522013E+1,   6.066880E-3,   1.498055E+3,   1.365643E-3,   6.799520E+0,   2.795900E-5,   100,1,1,1
        274,2026-08-27,14:16:15.901,        108,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004216E+3,   1.078963E-3,   5.493164E-3,   1.578190E+3,   1.026975E-2,   6.005859E-2,   2.524269E+1,   5.420948E-3,   1.498060E+3,   1.086592E-3,   6.799556E+0,   2.684666E-5,   100,1,1,1
        275,2026-08-27,14:18:15.904,        109,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004216E+3,   1.081367E-3,   5.310059E-3,   1.578177E+3,   7.822455E-3,   3.540039E-2,   2.526428E+1,   5.342940E-3,   1.498065E+3,   1.035315E-3,   6.799594E+0,   2.048830E-5,   100,1,1,1
        276,2026-08-27,14:20:15.906,        110,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004214E+3,   8.207405E-4,   4.272461E-3,   1.578169E+3,   8.649745E-3,   4.614258E-2,   2.528482E+1,   5.052790E-3,   1.498069E+3,   9.930265E-4,   6.799619E+0,   2.249808E-5,   100,1,1,1
        277,2026-08-27,14:22:15.908,        111,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004213E+3,   1.003242E-3,   4.577637E-3,   1.578162E+3,   7.517869E-3,   3.613281E-2,   2.530532E+1,   5.010620E-3,   1.498073E+3,   9.528872E-4,   6.799644E+0,   1.943710E-5,   100,1,1,1
        278,2026-08-27,14:24:15.909,        112,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004211E+3,   1.021508E-3,   5.126953E-3,   1.578157E+3,   6.913732E-3,   3.149414E-2,   2.532588E+1,   5.326676E-3,   1.498077E+3,   9.964968E-4,   6.799662E+0,   1.787039E-5,   100,1,1,1
        279,2026-08-27,14:26:15.911,        113,          4,   1.398400E+2,   1.291300E+3,   4.005000E+1,   3.088000E+1,   3.370000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004208E+3,   7.647563E-4,   3.967285E-3,   1.578154E+3,   6.161806E-3,   2.539063E-2,   2.534710E+1,   5.209036E-3,   1.498080E+3,   9.474481E-4,   6.799675E+0,   1.622449E-5,   100,1,1,1
        280,2026-08-28,09:24:47.478,          1,        100,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971459E+2,   1.029862E-3,   4.516602E-3,   1.495130E+3,   1.033392E-2,   3.552246E-2,   2.441928E+1,   3.673789E-3,   1.496188E+3,   5.354408E-4,   7.023179E+0,   2.841405E-5,   100,1,1,1
        281,2026-08-28,09:26:47.480,          2,        100,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971419E+2,   1.120339E-3,   4.577637E-3,   1.495168E+3,   1.056075E-2,   4.296875E-2,   2.443292E+1,   3.660773E-3,   1.496190E+3,   5.346095E-4,   7.023075E+0,   2.906131E-5,   100,1,1,1
        282,2026-08-28,09:28:47.482,          3,        100,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971376E+2,   1.096816E-3,   4.516602E-3,   1.495212E+3,   1.071971E-2,   4.187012E-2,   2.444825E+1,   3.885302E-3,   1.496192E+3,   5.715027E-4,   7.022954E+0,   2.942699E-5,   100,1,1,1
        283,2026-08-28,09:30:47.484,          4,        100,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971336E+2,   1.262005E-3,   4.638672E-3,   1.495251E+3,   1.343475E-2,   4.382324E-2,   2.446218E+1,   4.403960E-3,   1.496194E+3,   6.816390E-4,   7.022845E+0,   3.700981E-5,   100,1,1,1
        284,2026-08-28,09:32:47.486,          5,        100,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971296E+2,   1.268975E-3,   4.577637E-3,   1.495288E+3,   9.735289E-3,   3.930664E-2,   2.447622E+1,   3.547772E-3,   1.496196E+3,   5.012110E-4,   7.022744E+0,   2.671767E-5,   100,1,1,1
        285,2026-08-28,10:00:20.392,          6,        101,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971259E+2,   1.191923E-3,   5.310059E-3,   1.495330E+3,   2.838921E-2,   2.703857E-1,   2.448933E+1,   4.228312E-3,   1.496198E+3,   6.390525E-4,   7.022629E+0,   7.999863E-5,   100,1,0,0
        286,2026-08-28,10:02:20.394,          7,        101,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.971259E+2,   1.191923E-3,   5.310059E-3,   1.495330E+3,   2.838921E-2,   2.703857E-1,   2.448933E+1,   4.228312E-3,   1.496198E+3,   6.390525E-4,   7.022629E+0,   7.999863E-5,   100,1,0,0
        287,2026-08-28,10:11:02.995,          8,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004247E+3,   3.263978E-3,   1.312256E-2,   1.545125E+3,   1.317991E-2,   6.323242E-2,   2.495557E+1,   3.110597E-3,   1.498007E+3,   1.360134E-3,   6.885703E+0,   3.508912E-5,   100,0,1,0
        288,2026-08-28,10:13:02.997,          9,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004254E+3,   1.395056E-3,   5.981445E-3,   1.545125E+3,   1.136028E-2,   5.310059E-2,   2.496773E+1,   3.027856E-3,   1.498012E+3,   8.076932E-4,   6.885708E+0,   3.031487E-5,   100,1,1,1
        289,2026-08-28,10:15:02.999,         10,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004257E+3,   1.117127E-3,   5.187988E-3,   1.545133E+3,   1.245403E-2,   6.982422E-2,   2.498028E+1,   3.771347E-3,   1.498015E+3,   9.243626E-4,   6.885691E+0,   3.270728E-5,   100,1,1,1
        290,2026-08-28,10:17:03.001,         11,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004258E+3,   1.036132E-3,   4.882812E-3,   1.545173E+3,   2.380729E-2,   9.643555E-2,   2.499618E+1,   4.499258E-3,   1.498019E+3,   1.078029E-3,   6.885589E+0,   6.237440E-5,   100,1,1,1
        291,2026-08-28,10:19:03.003,         12,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004260E+3,   1.331343E-3,   7.690430E-3,   1.545201E+3,   1.395706E-2,   7.250977E-2,   2.501133E+1,   3.429224E-3,   1.498022E+3,   7.736919E-4,   6.885518E+0,   3.703267E-5,   100,1,1,1
        292,2026-08-28,10:21:03.005,         13,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004262E+3,   7.749931E-4,   4.760742E-3,   1.545200E+3,   1.173072E-2,   5.017090E-2,   2.502415E+1,   3.021710E-3,   1.498025E+3,   6.998827E-4,   6.885524E+0,   3.141189E-5,   100,1,1,1
        293,2026-08-28,10:23:03.007,         14,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004263E+3,   9.880165E-4,   4.272461E-3,   1.545202E+3,   1.263011E-2,   6.188965E-2,   2.503624E+1,   3.199688E-3,   1.498028E+3,   7.485321E-4,   6.885522E+0,   3.362369E-5,   100,1,1,1
        294,2026-08-28,10:25:03.009,         15,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004262E+3,   1.029109E-3,   5.432129E-3,   1.545206E+3,   1.141117E-2,   5.786133E-2,   2.505002E+1,   3.411956E-3,   1.498031E+3,   6.759770E-4,   6.885513E+0,   3.033450E-5,   100,1,1,1
        295,2026-08-28,10:27:03.011,         16,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004263E+3,   9.137811E-4,   4.638672E-3,   1.545215E+3,   1.215453E-2,   5.969238E-2,   2.506360E+1,   3.342895E-3,   1.498034E+3,   6.568820E-4,   6.885495E+0,   3.243927E-5,   100,1,1,1
        296,2026-08-28,10:29:03.013,         17,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004265E+3,   9.237159E-4,   5.004883E-3,   1.545203E+3,   1.077309E-2,   5.224609E-2,   2.507430E+1,   2.720046E-3,   1.498036E+3,   6.616548E-4,   6.885529E+0,   2.874068E-5,   100,1,1,1
        297,2026-08-28,10:31:03.015,         18,          5,   9.053000E+1,   9.095000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004264E+3,   8.123144E-4,   4.455566E-3,   1.545211E+3,   1.349023E-2,   6.323242E-2,   2.508686E+1,   3.406729E-3,   1.498039E+3,   7.367851E-4,   6.885511E+0,   3.557325E-5,   100,1,1,1
