SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig
         42,2026-08-20,13:04:08.347,         36,          1,   1.003600E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.000029E+3,   3.614980E-3,   1.507568E-2,   1.568816E+3,   1.942440E-2,   8.544922E-2,   2.331740E+1,   3.116159E-3,   1.496656E+3,   5.413466E-4,   6.823109E+0,   4.957198E-5,   100,0,1,0
         43,2026-08-20,13:06:08.349,         37,          1,   1.003600E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.000026E+3,   5.325732E-2,   2.702026E-1,   1.568737E+3,   2.270034E-2,   1.134033E-1,   2.330027E+1,   5.608495E-3,   1.496651E+3,   1.271150E-2,   6.823307E+0,   5.746847E-5,   100,0,1,0
         44,2026-08-20,13:08:08.351,         38,          1,   1.003600E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.000055E+3,   3.963102E-3,   1.654053E-2,   1.568671E+3,   1.676338E-2,   7.714844E-2,   2.328284E+1,   2.213361E-3,   1.496655E+3,   7.739983E-4,   6.823474E+0,   4.291898E-5,   100,0,1,0
         45,2026-08-20,13:10:08.353,         39,          1,   1.003600E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.000060E+3,   1.939000E-2,   9.277344E-2,   1.568642E+3,   1.565790E-2,   7.482910E-2,   2.327919E+1,   1.012985E-3,   1.496656E+3,   4.574265E-3,   6.823549E+0,   4.030803E-5,   100,0,1,0
         46,2026-08-20,13:51:26.368,         40,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002841E+3,   3.577762E-2,   1.132813E-1,   1.582289E+3,   9.434862E-2,   3.940430E-1,   2.338694E+1,   2.178219E-2,   1.497337E+3,   8.213050E-3,   6.788614E+0,   2.342117E-4,   100,0,1,0
         47,2026-08-20,13:53:26.371,         41,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002914E+3,   1.034712E-2,   3.564453E-2,   1.582066E+3,   4.723563E-2,   2.237549E-1,   2.335431E+1,   2.472313E-3,   1.497355E+3,   2.684205E-3,   6.789171E+0,   1.195288E-4,   100,0,1,0
         48,2026-08-20,13:55:26.374,         42,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002957E+3,   9.560112E-3,   3.381348E-2,   1.581910E+3,   5.579991E-2,   2.529297E-1,   2.334565E+1,   2.452479E-3,   1.497365E+3,   1.964119E-3,   6.789564E+0,   1.412124E-4,   100,0,1,0
         49,2026-08-20,13:57:26.376,         43,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002990E+3,   6.879420E-3,   2.667236E-2,   1.581722E+3,   4.926684E-2,   2.089844E-1,   2.333400E+1,   2.833845E-3,   1.497371E+3,   1.086036E-3,   6.790039E+0,   1.245903E-4,   100,0,1,0
         50,2026-08-20,13:59:26.378,         44,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003018E+3,   6.613144E-3,   2.380371E-2,   1.581640E+3,   8.980338E-2,   4.455566E-1,   2.332580E+1,   2.240945E-3,   1.497375E+3,   1.102637E-3,   6.790246E+0,   2.280649E-4,   100,0,1,0
         51,2026-08-20,14:01:26.380,         45,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003043E+3,   6.476902E-3,   2.575684E-2,   1.581381E+3,   4.020364E-2,   1.555176E-1,   2.331995E+1,   6.970424E-4,   1.497381E+3,   1.721957E-3,   6.790902E+0,   1.023834E-4,   100,0,1,0
         52,2026-08-20,14:03:26.382,         46,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003064E+3,   5.211715E-3,   2.014160E-2,   1.581299E+3,   3.322829E-2,   1.541748E-1,   2.331927E+1,   8.170324E-4,   1.497386E+3,   1.412360E-3,   6.791111E+0,   8.537100E-5,   100,0,1,0
         53,2026-08-20,14:05:26.384,         47,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003080E+3,   3.018112E-3,   1.525879E-2,   1.581192E+3,   3.490950E-2,   1.682129E-1,   2.332435E+1,   1.623328E-3,   1.497391E+3,   9.670923E-4,   6.791383E+0,   8.914017E-5,   100,0,1,0
         54,2026-08-20,14:07:26.386,         48,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003095E+3,   5.158191E-3,   2.105713E-2,   1.581121E+3,   2.851428E-2,   1.340332E-1,   2.333078E+1,   1.730047E-3,   1.497396E+3,   1.524310E-3,   6.791567E+0,   7.260672E-5,   100,0,1,0
         55,2026-08-20,14:09:26.387,         49,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003104E+3,   2.209418E-3,   1.031494E-2,   1.581057E+3,   2.336242E-2,   1.243896E-1,   2.334195E+1,   3.600268E-3,   1.497401E+3,   1.061501E-3,   6.791732E+0,   5.996830E-5,   100,0,1,0
         56,2026-08-20,14:11:26.390,         50,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003113E+3,   3.391277E-3,   1.660156E-2,   1.580986E+3,   2.513548E-2,   1.140137E-1,   2.335584E+1,   3.153461E-3,   1.497405E+3,   1.107311E-3,   6.791917E+0,   6.448348E-5,   100,0,1,0
         57,2026-08-20,14:13:26.392,         51,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003128E+3,   3.902405E-3,   1.611328E-2,   1.580921E+3,   2.063276E-2,   8.959961E-2,   2.336595E+1,   2.112702E-3,   1.497411E+3,   1.410080E-3,   6.792085E+0,   5.283386E-5,   100,0,1,0
         58,2026-08-20,14:15:26.394,         52,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003137E+3,   3.677064E-3,   1.739502E-2,   1.580852E+3,   2.621797E-2,   1.219482E-1,   2.337380E+1,   1.850127E-3,   1.497415E+3,   1.060560E-3,   6.792264E+0,   6.713006E-5,   100,0,1,0
         59,2026-08-20,14:17:26.397,         53,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003145E+3,   3.539908E-3,   1.312256E-2,   1.580789E+3,   2.448124E-2,   1.265869E-1,   2.338000E+1,   2.121711E-3,   1.497418E+3,   1.164725E-3,   6.792425E+0,   6.270689E-5,   100,0,1,0
         60,2026-08-20,14:19:26.399,         54,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003158E+3,   4.183697E-3,   1.763916E-2,   1.580714E+3,   2.220598E-2,   9.008789E-2,   2.338480E+1,   1.020798E-3,   1.497422E+3,   1.179184E-3,   6.792617E+0,   5.671531E-5,   100,0,1,0
         61,2026-08-20,14:21:26.401,         55,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003166E+3,   2.628236E-3,   1.330566E-2,   1.580677E+3,   1.841602E-2,   9.082031E-2,   2.339023E+1,   2.132263E-3,   1.497426E+3,   1.086083E-3,   6.792713E+0,   4.708826E-5,   100,0,1,0
         62,2026-08-20,14:23:26.403,         56,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003168E+3,   3.825114E-3,   1.550293E-2,   1.580665E+3,   2.954393E-2,   1.453857E-1,   2.340405E+1,   3.497627E-3,   1.497429E+3,   1.282443E-3,   6.792746E+0,   7.589695E-5,   100,0,1,0
         63,2026-08-20,14:25:26.405,         57,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003174E+3,   3.332007E-3,   1.531982E-2,   1.580605E+3,   2.045918E-2,   8.850098E-2,   2.342003E+1,   4.495765E-3,   1.497434E+3,   1.417339E-3,   6.792904E+0,   5.245263E-5,   100,0,1,0
         64,2026-08-20,14:27:26.407,         58,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003179E+3,   3.147920E-3,   1.397705E-2,   1.580579E+3,   2.279428E-2,   1.083984E-1,   2.343690E+1,   3.767290E-3,   1.497439E+3,   1.308394E-3,   6.792974E+0,   5.856340E-5,   100,0,1,0
