SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig
        396,2026-09-01,08:27:11.272,         12,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973810E+2,   2.470092E-3,   8.972168E-3,   1.492292E+3,   2.921252E-2,   1.107178E-1,   2.337208E+1,   1.030270E-2,   1.496030E+3,   1.549713E-3,   7.030980E+0,   8.061754E-5,   100,1,1,1
        397,2026-09-01,08:29:11.274,         13,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973712E+2,   2.583930E-3,   9.216309E-3,   1.492405E+3,   2.942051E-2,   1.015625E-1,   2.341265E+1,   1.028802E-2,   1.496036E+3,   1.570728E-3,   7.030667E+0,   8.116679E-5,   100,1,1,1
        398,2026-09-01,08:31:11.276,         14,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973607E+2,   2.622142E-3,   9.460449E-3,   1.492524E+3,   2.893003E-2,   1.003418E-1,   2.345549E+1,   1.059763E-2,   1.496043E+3,   1.578972E-3,   7.030339E+0,   7.972567E-5,   100,1,1,1
        399,2026-09-01,08:33:11.278,         15,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973512E+2,   2.358934E-3,   8.483887E-3,   1.492632E+3,   2.394076E-2,   8.679199E-2,   2.349536E+1,   8.356588E-3,   1.496049E+3,   1.302644E-3,   7.030044E+0,   6.609782E-5,   100,1,1,1
        400,2026-09-01,08:35:11.280,         16,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973429E+2,   1.855782E-3,   6.835937E-3,   1.492718E+3,   1.820664E-2,   6.726074E-2,   2.352681E+1,   6.660895E-3,   1.496053E+3,   9.727047E-4,   7.029807E+0,   5.014889E-5,   100,1,1,1
        401,2026-09-01,08:37:11.282,         17,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973348E+2,   2.166089E-3,   7.934570E-3,   1.492809E+3,   2.330683E-2,   8.410645E-2,   2.355857E+1,   8.723790E-3,   1.496058E+3,   1.284191E-3,   7.029554E+0,   6.412456E-5,   100,1,1,1
        402,2026-09-01,08:39:11.284,         18,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973271E+2,   1.882587E-3,   7.019043E-3,   1.492891E+3,   2.173160E-2,   7.592773E-2,   2.358931E+1,   7.691031E-3,   1.496063E+3,   1.149712E-3,   7.029328E+0,   5.989366E-5,   100,1,1,1
        403,2026-09-01,08:41:11.286,         19,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973193E+2,   1.880095E-3,   7.202148E-3,   1.492975E+3,   2.063889E-2,   7.104492E-2,   2.361991E+1,   7.161796E-3,   1.496067E+3,   1.076268E-3,   7.029096E+0,   5.693007E-5,   100,1,1,1
        404,2026-09-01,08:43:11.288,         20,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973122E+2,   1.667143E-3,   5.981445E-3,   1.493048E+3,   1.560044E-2,   5.651855E-2,   2.364684E+1,   5.976821E-3,   1.496071E+3,   8.518317E-4,   7.028897E+0,   4.287095E-5,   100,1,1,1
        405,2026-09-01,08:45:11.291,         21,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973062E+2,   1.456520E-3,   5.615234E-3,   1.493111E+3,   1.505381E-2,   5.871582E-2,   2.367021E+1,   5.716173E-3,   1.496074E+3,   8.314551E-4,   7.028723E+0,   4.139135E-5,   100,1,1,1
        406,2026-09-01,08:47:11.292,         22,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.973006E+2,   1.648201E-3,   6.164551E-3,   1.493168E+3,   1.728368E-2,   5.834961E-2,   2.369086E+1,   5.885762E-3,   1.496078E+3,   9.052636E-4,   7.028567E+0,   4.769077E-5,   100,1,1,1
        407,2026-09-01,08:49:11.294,         23,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972950E+2,   1.430464E-3,   5.554199E-3,   1.493227E+3,   1.443833E-2,   5.114746E-2,   2.371239E+1,   5.084777E-3,   1.496081E+3,   7.426220E-4,   7.028404E+0,   3.978728E-5,   100,1,1,1
        408,2026-09-01,08:51:11.297,         24,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972900E+2,   1.331743E-3,   5.310059E-3,   1.493277E+3,   1.292154E-2,   4.760742E-2,   2.373102E+1,   4.537912E-3,   1.496083E+3,   6.789840E-4,   7.028266E+0,   3.562422E-5,   100,1,1,1
        409,2026-09-01,08:53:11.299,         25,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972844E+2,   1.440366E-3,   5.981445E-3,   1.493336E+3,   1.550644E-2,   5.700684E-2,   2.375169E+1,   5.521527E-3,   1.496087E+3,   8.024443E-4,   7.028105E+0,   4.274127E-5,   100,1,1,1
        410,2026-09-01,08:55:11.301,         26,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972787E+2,   1.413370E-3,   5.432129E-3,   1.493395E+3,   1.380229E-2,   5.029297E-2,   2.377310E+1,   5.172334E-3,   1.496090E+3,   7.612609E-4,   7.027941E+0,   3.796849E-5,   100,1,1,1
        411,2026-09-01,08:57:11.303,         27,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972745E+2,   1.064929E-3,   3.906250E-3,   1.493436E+3,   1.109398E-2,   3.918457E-2,   2.378895E+1,   3.829734E-3,   1.496092E+3,   5.948453E-4,   7.027830E+0,   3.060923E-5,   100,1,1,1
        412,2026-09-01,08:59:11.305,         28,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972701E+2,   1.268325E-3,   4.577637E-3,   1.493485E+3,   1.444969E-2,   5.102539E-2,   2.380584E+1,   4.809075E-3,   1.496094E+3,   7.257164E-4,   7.027694E+0,   3.988418E-5,   100,1,1,1
        413,2026-09-01,09:01:11.307,         29,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972648E+2,   1.250748E-3,   4.638672E-3,   1.493545E+3,   1.380727E-2,   5.017090E-2,   2.382664E+1,   5.268521E-3,   1.496098E+3,   7.596824E-4,   7.027530E+0,   3.791673E-5,   100,1,1,1
        414,2026-09-01,09:03:11.309,         30,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972604E+2,   1.131958E-3,   4.943848E-3,   1.493585E+3,   9.832221E-3,   3.723145E-2,   2.384272E+1,   3.665409E-3,   1.496100E+3,   5.285444E-4,   7.027420E+0,   2.705102E-5,   100,1,1,1
        415,2026-09-01,09:05:11.311,         31,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972559E+2,   1.336355E-3,   5.493164E-3,   1.493632E+3,   1.263989E-2,   4.296875E-2,   2.385933E+1,   4.514559E-3,   1.496103E+3,   6.702918E-4,   7.027289E+0,   3.483606E-5,   100,1,1,1
        416,2026-09-01,09:07:11.313,         32,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972523E+2,   1.032690E-3,   4.699707E-3,   1.493668E+3,   9.671413E-3,   3.674316E-2,   2.387328E+1,   3.427436E-3,   1.496104E+3,   5.092533E-4,   7.027191E+0,   2.665667E-5,   100,1,1,1
        417,2026-09-01,09:09:11.315,         33,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972495E+2,   6.989950E-4,   3.356934E-3,   1.493693E+3,   6.051077E-3,   2.355957E-2,   2.388321E+1,   1.821873E-3,   1.496106E+3,   2.716752E-4,   7.027123E+0,   1.677635E-5,   100,1,1,1
        418,2026-09-01,09:11:11.317,         34,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972473E+2,   7.788235E-4,   3.417969E-3,   1.493710E+3,   5.812441E-3,   2.197266E-2,   2.388987E+1,   1.767922E-3,   1.496107E+3,   2.847356E-4,   7.027077E+0,   1.612691E-5,   100,1,1,1
        419,2026-09-01,09:13:11.319,         35,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972444E+2,   1.107927E-3,   4.211426E-3,   1.493740E+3,   1.179563E-2,   4.089355E-2,   2.389998E+1,   3.547121E-3,   1.496108E+3,   5.615663E-4,   7.026993E+0,   3.266960E-5,   100,1,1,1
        420,2026-09-01,09:15:11.321,         36,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972407E+2,   9.539952E-4,   4.089355E-3,   1.493783E+3,   7.709469E-3,   3.100586E-2,   2.391487E+1,   3.087674E-3,   1.496111E+3,   4.211144E-4,   7.026876E+0,   2.117996E-5,   100,1,1,1
        421,2026-09-01,09:17:11.322,         37,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972375E+2,   7.111578E-4,   3.173828E-3,   1.493810E+3,   5.497479E-3,   2.185059E-2,   2.392613E+1,   2.204564E-3,   1.496112E+3,   2.961649E-4,   7.026800E+0,   1.512887E-5,   100,1,1,1
        422,2026-09-01,09:19:11.325,         38,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972351E+2,   7.672500E-4,   3.356934E-3,   1.493837E+3,   7.733298E-3,   2.587891E-2,   2.393521E+1,   2.634914E-3,   1.496114E+3,   3.857296E-4,   7.026727E+0,   2.136809E-5,   100,1,1,1
        423,2026-09-01,09:21:11.327,         39,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972314E+2,   1.127474E-3,   4.455566E-3,   1.493876E+3,   1.001392E-2,   3.479004E-2,   2.394863E+1,   4.031416E-3,   1.496116E+3,   5.750197E-4,   7.026620E+0,   2.746814E-5,   100,1,1,1
        424,2026-09-01,09:23:11.329,         40,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972286E+2,   7.517763E-4,   2.929688E-3,   1.493901E+3,   6.377747E-3,   2.343750E-2,   2.395904E+1,   2.388080E-3,   1.496117E+3,   3.428960E-4,   7.026551E+0,   1.754232E-5,   100,1,1,1
        425,2026-09-01,09:25:11.331,         41,        100,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.972271E+2,   5.306674E-4,   2.319336E-3,   1.493908E+3,   3.078500E-3,   1.342773E-2,   2.396324E+1,   5.962605E-4,   1.496118E+3,   1.206752E-4,   7.026531E+0,   8.701935E-6,   100,1,1,1
        426,2026-09-01,09:36:05.691,         42,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004923E+3,   2.603775E-3,   8.789063E-3,   1.540622E+3,   2.795822E-2,   1.201172E-1,   2.353102E+1,   1.462812E-2,   1.497876E+3,   3.341186E-3,   6.897344E+0,   7.198627E-5,   100,0,1,0
        427,2026-09-01,09:38:05.693,         43,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004927E+3,   1.254763E-3,   5.859375E-3,   1.540634E+3,   1.073637E-2,   6.970215E-2,   2.358362E+1,   1.033977E-2,   1.497888E+3,   2.290530E-3,   6.897328E+0,   3.072231E-5,   100,1,1,1
        428,2026-09-01,11:54:36.679,         44,          7,   9.096000E+1,   9.096100E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003682E+3,   3.015087E-2,   1.056519E-1,   1.544889E+3,   4.644810E-2,   2.731934E-1,   2.430361E+1,   2.922506E-3,   1.497738E+3,   7.199551E-3,   6.886155E+0,   1.237687E-4,   100,0,1,0
        429,2026-09-01,11:56:36.681,         45,          7,   9.096000E+1,   9.096100E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003790E+3,   3.317066E-2,   1.207275E-1,   1.544873E+3,   3.324280E-2,   1.569824E-1,   2.431574E+1,   2.576994E-3,   1.497767E+3,   8.219400E-3,   6.886201E+0,   8.872463E-5,   100,0,1,0
        430,2026-09-01,12:08:19.932,         46,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004229E+3,   1.155522E-2,   4.467773E-2,   1.544000E+3,   3.321865E-2,   1.766357E-1,   2.398922E+1,   1.371457E-2,   1.497804E+3,   6.175502E-3,   6.888441E+0,   8.784659E-5,   100,0,1,0
        431,2026-09-01,12:10:19.934,         47,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004254E+3,   7.983460E-3,   3.356934E-2,   1.544002E+3,   2.007694E-2,   1.148682E-1,   2.403339E+1,   9.619438E-3,   1.497820E+3,   3.376426E-3,   6.888446E+0,   5.394283E-5,   100,0,1,0
        432,2026-09-01,12:12:19.936,         48,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004269E+3,   6.956404E-3,   2.697754E-2,   1.544011E+3,   1.551007E-2,   8.142090E-2,   2.407062E+1,   8.526980E-3,   1.497832E+3,   3.287320E-3,   6.888432E+0,   4.101183E-5,   100,0,1,0
        433,2026-09-01,12:14:19.939,         49,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004279E+3,   4.098218E-3,   1.977539E-2,   1.544041E+3,   1.744394E-2,   8.361816E-2,   2.411127E+1,   1.069086E-2,   1.497843E+3,   2.737907E-3,   6.888364E+0,   4.583244E-5,   100,0,1,0
        434,2026-09-01,12:16:19.942,         50,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004283E+3,   4.732710E-3,   2.117920E-2,   1.544062E+3,   1.728144E-2,   9.216309E-2,   2.414861E+1,   8.559790E-3,   1.497852E+3,   2.074252E-3,   6.888317E+0,   4.516677E-5,   100,0,1,0
        435,2026-09-01,12:18:19.944,         51,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004283E+3,   4.903788E-3,   2.215576E-2,   1.544087E+3,   1.464900E-2,   6.591797E-2,   2.418376E+1,   8.351907E-3,   1.497859E+3,   2.487094E-3,   6.888262E+0,   3.852226E-5,   100,0,1,0
        436,2026-09-01,12:20:19.946,         52,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004288E+3,   4.510963E-3,   1.995850E-2,   1.544102E+3,   1.524868E-2,   6.958008E-2,   2.421793E+1,   8.013417E-3,   1.497868E+3,   1.589908E-3,   6.888229E+0,   4.010139E-5,   100,0,1,0
        437,2026-09-01,12:22:19.948,         53,          6,   9.095000E+1,   9.094900E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004287E+3,   4.565504E-3,   1.898193E-2,   1.544124E+3,   1.557702E-2,   8.312988E-2,   2.425018E+1,   7.752515E-3,   1.497874E+3,   2.301145E-3,   6.888180E+0,   4.074918E-5,   100,0,1,0
        438,2026-09-01,12:33:18.784,         54,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003713E+3,   4.417967E-2,   1.530762E-1,   1.541760E+3,   1.201319E-2,   5.395508E-2,   2.426578E+1,   2.091949E-2,   1.497742E+3,   1.437610E-2,   6.894500E+0,   2.907734E-5,   100,0,1,0
        439,2026-09-01,12:35:18.787,         55,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003848E+3,   2.293929E-2,   8.135986E-2,   1.541792E+3,   1.329895E-2,   6.787109E-2,   2.433680E+1,   1.443377E-2,   1.497788E+3,   8.378972E-3,   6.894434E+0,   3.289528E-5,   100,0,1,0
        440,2026-09-01,12:37:18.788,         56,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003926E+3,   1.537376E-2,   5.401611E-2,   1.541825E+3,   1.216866E-2,   5.810547E-2,   2.439132E+1,   1.252264E-2,   1.497818E+3,   6.183714E-3,   6.894360E+0,   3.059874E-5,   100,0,1,0
        441,2026-09-01,12:39:18.790,         57,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003984E+3,   1.451895E-2,   4.949951E-2,   1.541841E+3,   9.742208E-3,   5.310059E-2,   2.443360E+1,   8.541428E-3,   1.497840E+3,   5.063407E-3,   6.894328E+0,   2.572721E-5,   100,0,1,0
        442,2026-09-01,12:41:18.792,         58,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004038E+3,   1.199303E-2,   4.095459E-2,   1.541846E+3,   1.013472E-2,   4.785156E-2,   2.446672E+1,   7.837113E-3,   1.497859E+3,   4.457091E-3,   6.894324E+0,   2.646847E-5,   100,0,1,0
        443,2026-09-01,12:43:18.794,         59,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004084E+3,   1.115807E-2,   3.826904E-2,   1.541858E+3,   8.964416E-3,   3.942871E-2,   2.449839E+1,   7.988399E-3,   1.497877E+3,   4.244269E-3,   6.894301E+0,   2.359140E-5,   100,0,1,0
        444,2026-09-01,12:45:18.797,         60,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004128E+3,   9.876520E-3,   3.289795E-2,   1.541872E+3,   9.528783E-3,   4.626465E-2,   2.453000E+1,   8.475078E-3,   1.497894E+3,   4.023927E-3,   6.894272E+0,   2.481455E-5,   100,0,1,0
        445,2026-09-01,12:47:18.799,         61,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004167E+3,   9.999688E-3,   3.436279E-2,   1.541879E+3,   8.542486E-3,   4.138184E-2,   2.455848E+1,   6.497399E-3,   1.497909E+3,   3.689865E-3,   6.894261E+0,   2.276123E-5,   100,0,1,0
        446,2026-09-01,12:49:18.801,         62,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004209E+3,   9.274328E-3,   3.308105E-2,   1.541872E+3,   1.062791E-2,   4.553223E-2,   2.458060E+1,   5.785411E-3,   1.497923E+3,   3.442680E-3,   6.894285E+0,   2.845074E-5,   100,0,1,0
        447,2026-09-01,12:51:18.803,         63,        102,   3.955000E+1,   3.997300E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004247E+3,   9.160400E-3,   3.161621E-2,   1.541871E+3,   1.022221E-2,   4.956055E-2,   2.460173E+1,   5.442195E-3,   1.497937E+3,   3.359293E-3,   6.894294E+0,   2.736893E-5,   100,0,1,0
//END
