Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,49,2.2171445307423885,2.2171445307423885,2.2686092047018858,0.22057121996881726,-2.260064590644454
Density - hybrid,49,0.8957480969315723,0.8957480969315723,1.0083594580768602,0.08912854529640618,0.3559233165257475
Sound velocity - physics,49,-4.864155790739595,4.864155790739595,4.973732068741111,0.3141877174608015,0.23792709895879038
Sound velocity - hybrid,49,-1.8678721087135643,1.8678721087135643,2.181722937022272,0.1207642893319882,0.8533672631114243
