Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2,Weighting
Density - physics,6,2.1642764294225003,2.1642764294225003,2.1809681323991104,0.21525824575212663,-3.0320669717675104,One equal weight per phase mean
Density - hybrid,6,0.8407589776832461,0.8407589776832461,0.8681556449167598,0.0836236650150356,0.361112657241352,One equal weight per phase mean
Sound velocity - physics,6,-5.250492500279013,5.250492500279013,5.313113501013605,0.3392159179221317,0.1622504466891862,One equal weight per phase mean
Sound velocity - hybrid,6,-2.245150161600615,2.245150161600615,2.510820581468826,0.14521437192230546,0.8129113773754038,One equal weight per phase mean
