Model,N,Bias_ME,MAE,RMSE,MAPE_pct,R2
Density - physics,30,1.352147500954944,1.352147500954944,1.3536085349814373,0.1345870628424177,-11.22911161800202
Density - hybrid,30,0.08078409333062761,0.08078409333062761,0.09657027904263829,0.008039233562043797,0.9377562552071638
Sound velocity - physics,30,-3.2661262154924846,3.2661262154924846,3.3346292052578996,0.21133455023449035,-176.2948402950744
Sound velocity - hybrid,30,-0.7389266764835687,0.7643686368048975,0.990844407576792,0.04945356603777377,-14.653516770211713
