Phase,Status,Used_points,Raw_start_UTC,Raw_end_UTC,Fit_start_UTC,Fit_end_UTC,Fit_duration_h,IPA_rate_g_h,Water_rate_g_h,Total_rate_g_h,RMSE_density_kg_m3,RMSE_sound_m_s,Jacobian_condition,Boundary_parameters,Previous_fitted_phase,Total_rate_change_g_h
1,fitted,14,2026-09-07T09:08:25.839000+00:00,2026-09-07T09:34:25.865000+00:00,2026-09-07T09:08:25.839000+00:00,2026-09-07T09:34:25.865000+00:00,0.43334055555555556,0.6284913304002565,1.4418877433846926,2.0703790737849492,0.0009635683154324728,0.004148493114186065,1.0208474269971375,,,
2,fitted,15,2026-09-07T09:53:08.224000+00:00,2026-09-07T10:21:08.252000+00:00,2026-09-07T09:53:08.224000+00:00,2026-09-07T10:21:08.252000+00:00,0.46667444444444445,0.6383972178503662,1.0497926054862095,1.6881898233365757,0.0015306331168903572,0.008394064927885667,1.0111625308255983,,1.0,-0.3821892504483735
3,fitted,19,2026-09-07T10:38:16.054000+00:00,2026-09-07T11:14:16.091000+00:00,2026-09-07T10:38:16.054000+00:00,2026-09-07T11:14:16.091000+00:00,0.6000102777777777,0.5409413891531456,1.5172929647014086,2.058234353854554,0.0025123986236998625,0.014141950987673164,1.0343850008816673,,2.0,0.3700445305179785
4,fitted,14,2026-09-07T12:27:11.178000+00:00,2026-09-07T12:53:11.205000+00:00,2026-09-07T12:27:11.178000+00:00,2026-09-07T12:53:11.205000+00:00,0.43334083333333334,0.5125532734924333,6.250826371232948,6.763379644725382,0.0018362821794960335,0.004103390248261081,1.0528447880193883,,3.0,4.705145290870828
5,fitted,15,2026-09-07T13:05:37.066000+00:00,2026-09-07T13:33:37.095000+00:00,2026-09-07T13:05:37.066000+00:00,2026-09-07T13:33:37.095000+00:00,0.4666747222222222,1.6390324994813967,0.48297611736045587,2.1220086168418524,0.014274605188748046,0.06378795394486313,1.016041157184294,,4.0,-4.64137102788353
