Phase,Timestamp_UTC,Carried_IPA_loss_g,Carried_Water_loss_g,Added_Al_g,Before_addition_Al_mass_g,After_addition_Al_mass_g,Corrected_minus_nominal_Al_wt_pct,Added_IPA_g,Before_addition_IPA_mass_g,After_addition_IPA_mass_g,Corrected_minus_nominal_IPA_wt_pct,Added_PG_g,Before_addition_PG_mass_g,After_addition_PG_mass_g,Corrected_minus_nominal_PG_wt_pct,Added_MG_g,Before_addition_MG_mass_g,After_addition_MG_mass_g,Corrected_minus_nominal_MG_wt_pct,Added_Water_g,Before_addition_Water_mass_g,After_addition_Water_mass_g,Corrected_minus_nominal_Water_wt_pct
1,2026-09-07T09:08:25.839000+00:00,0.07692063753813369,1.9230793624618663,0.0,18.192,18.192,0.003641388968225412,0.0,36.30707936246187,36.30707936246187,-0.00042014694143999165,0.0,36.384,36.384,0.007282777936450824,0.0,0.0,0.0,0.0,0.0,907.7069206375381,907.7069206375381,-0.010504019963235578
2,2026-09-07T09:53:08.224000+00:00,0.5452138923424925,2.9974399331671298,0.0,18.192,18.192,0.006270199374050822,0.0,35.83878610765751,35.83878610765751,-0.04133143908829817,15.009999999999998,36.384,51.394,0.017713864700415805,0.0,0.0,0.0,0.0,0.0,906.6325600668329,906.6325600668329,0.017347375013827104
3,2026-09-07T10:38:16.054000+00:00,1.0254003196790917,3.787067686198719,0.0,18.192,18.192,0.007063929906143462,0.0,35.35859968032091,35.35859968032091,-0.07817840444933877,0.0,51.394,51.394,0.019956223262771466,0.0,0.0,0.0,0.0,100.08000000000004,905.8429323138013,1005.9229323138013,0.051158251280440936
4,2026-09-07T12:27:11.178000+00:00,2.0073778349146645,6.541428149712978,4.056000000000001,18.192,22.248,0.014850841230044098,8.112000000000002,34.37662216508533,42.48862216508533,-0.1483502870050386,8.112000000000002,51.394,59.506,0.03972106069017478,0.0,0.0,0.0,0.0,0.0,1003.1685718502871,1003.1685718502871,0.09377838508481773
5,2026-09-07T13:05:37.066000+00:00,2.3356807356665863,10.545235238465645,0.0,22.248,22.248,0.022057512308693017,10.329999999999998,42.16031926433341,52.49031926433341,-0.15171912380324049,0.0,59.506,59.506,0.05899650878465934,0.0,0.0,0.0,0.0,0.0,999.1647647615343,999.1647647615343,0.07066510270989568
