Model,Segment,Start_min,End_min,IPA_rate_g_h,Water_rate_g_h
none,1,0.0,36.000616666666666,0.0,0.0
ipa,1,0.0,36.000616666666666,0.5461979703015015,0.0
mixed,1,0.0,36.000616666666666,0.5447901616516929,1.5691336450618047
